organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,dataid,dataname,datacode,Oct-22,Nov-22,Dec-22,Jan-23,Feb-23,Mar-23,Apr-23,May-23,Jun-23,Jul-23,Aug-23,Sep-23,Total
rXL6yhPOYnm,Sokoni Arcade VCT,13188,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,3,,,,,,3,4,5,6,8,1,30
Gk01HeIfjsg,Sondu sub county Hospital,14096,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,3,2,4,2,1,7,3,4,2,4,32
sR008hvpu5e,Sony Medical Centre,14097,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,5,2,2,,3,,,,3,15
zwV7ekHDAwe,Sori Lakeside Nursing and Maternity Home,14098,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,2,7,1,3,1,2,2,,,,1,4,23
YTqyEB3FYOe,Sosiot Health Centre,15617,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,8,12,12,8,4,3,47
zvWQ5tdZfKO,Sotik Health Centre,15619,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,,,,,9,9
KgodLsm367V,South B Police Band Dispensary,13144,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,3,,,,,,,3
QbU1gBuwzxH,Soy Health Centre,15623,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,76,20,120,130,,,23,174,187,4,,20,754
ZLiupnhoyzT,Special Treatment Clinic,13193,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,4,,6,,9,,5,,,,,,24
Dsv44iuGboK,St Akidiva Memorial Hospital,14101,Situated in Suba Central and a private Hospital.,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,3,,,3,2,1,1,3,,,3,16
BNuAK6oLAp4,St Alice (EDARP) Dandora Clinic,18219,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,5,10,5,8,12,9,3,2,7,2,4,10,77
PJESmU1NFjO,St Ann Hospital,12743,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,10,3,9,10,6,6,2,46
xyqzLEu0jDE,St Assisi Sisters of Mary Immaculate Nursing Home,12745,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,1,2,,,3,,4,10
AYsyVI9BxYn,St Barkita Dispensary Utawala,17723,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,9,,,,,,,9
JJHQ16uTrPX,St Camillus Mission Hospital,14103,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,4,5,3,5,6,,7,3,1,7,1,10,52
ymVyoLJ8yId,St Catherine Napetet Dispensary,15634,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,,,,25,36,61
hCCacTXjCYp,St Charles Lwanga Dispensary,11030,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,2,,,,,3,3,,4,,12
LhqVXAyAmeX,St Clare Bolo Health Centre,14104,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,3,4,2,7,1,1,5,3,3,,6,2,37
IKD1KqSlD7j,St Clare Medical Centre,16137,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,,2,,,,2
ZKVebVoAh99,St Damiano Mission Hospital,16138,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,2,,,,2,,1,5
tTAHvMCQVS1,St Elizabeth Chiga Health Centre,14106,FBO,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,1,5,,1,6,4,11,6,3,5,1,7,50
nXaMv9GOjWk,St Elizabeth Health Centre,15636,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,,,,2,,2
PvuLFowO5Cs,St Elizabeth Lwak Mission Health Centre,13739,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,,,3,2,,5
SeLYvjWGi5f,St Francis Community Hospital,13202,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,5,6,3,,,12,,,,,,,26
TLYxOpSwSUe,St Jairus Hospital,21766,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,1,,,,,,1
MCxYHCi7SKV,St Jane Nursing Home,16870,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,4,4,,1,1,2,,,,12
HiYExi21bCp,St John Hospital,13205,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,1,,,,1,1,3,,,6
sFRSyKkdRWy,St John of God Hospital Tigania,12799,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,,,2,,,2
dQnlgfrAj7g,St Joseph (EDARP) Clinic,13207,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,18,5,11,11,8,14,8,5,9,2,5,5,101
zZ24uGJ3OVi,St Joseph Catholic Dispensary (Ruiru),11041,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,,,,1,2,3
nI19Olg7c4G,St Joseph Hospital,15647,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,8,,,,,,8
ojdsW3HFt5P,St Joseph Kavisuni Health Centre,16995,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,,,,,1,1
HogroB7g3v3,St Joseph Mission Dispensary Chumvini,18601,Tier 2 Facility,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,1,,,,,1
Oa3osQS1OkN,St Joseph Mission Hospital,14110,Situated in Suba Central and a its FBO Hospital,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,31,31,17,,6,16,7,10,6,2,2,4,132
ZYF5HlmIFYp,St Joseph Mukasa Dispensary,13208,2,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,,,1,5,,6
K9f6OavyAsf,St Joseph W Dispensary (Westlands),13209,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,9,,,,,,,9
iV6KcqpZpNP,St Joseph's Shelter of Hope,11817,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,,,16,,,16
Dpo1W5ZFOY0,St Lukes ( ACK) Nursing Home(Kaloleni),11818,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,12,,,,,7,,3,10,5,,,37
rwxUyNVju1l,St Lukes Orthopaedic and Trauma Hospital,18776,Hospital,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,1,,,,,,,,1,,1,1,4
BOcLXF8VIvK,St Mark Medical Clinic - Tala,16742,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,,,,3,,3
bX5nd5eRa7d,St Mark's Lela Health Centre,14118,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,14,,8,,,,,2,4,,,28
Y9ozzrFMnYy,St Mary Health Centre (Kiserian),15652,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,4,,,,,,,3,17,5,5,,34
nglM1rnUbDc,St Mary's Health Care,22554,Near View Breeze Hotel,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,1,,,,,1
Ohe5HjRN8PF,St Mary's Hospital,15654,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,3,3,,,,9,3,4,5,1,1,29
Ohx8SxDgCfo,St Mary's Hospital (Mumias),16141,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,3,33,12,16,16,8,12,8,2,11,1,1,123
NGhrinWu2pY,St Mary's Kalokol Primary Health Care Programme,15656,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,,,7,30,,37
uTKCtfaYGm3,St Mary's Kapsoya Dispensary,15655,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,5,5,,7,13,14,16,18,19,22,24,143
chXwFzmckgz,St Mary's Mission Hospital,13218,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,3,11,,,,1,,,,,11,1,27
tXopH4h3EtN,St Mary's Yala Dispensary,16418,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,2,1,3,,,,3,1,,,,3,13
yFn8SX1qQbG,St Monica Hospital,14120,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,,,,,12,12
Cpr8bbDF973,St Monica Hospital (Town Clinic),20836,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,4,,2,5,,,,4,4,1,7,27
gMhjxJKU9mM,St Monica Rapogi Hospital,14121,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,7,6,1,4,5,5,16,3,7,54
umZH5Ae9wN1,St Mulumba Mission Hospital,10765,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,5,1,,2,4,4,,5,6,,,,27
Uzeho3ZhlQI,St Odilia's Dispensary,13221,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,1,,,,,,,,,1
qxRsPXiP9p4,St Orsola Mission Hospital,12769,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,1,,9,2,,,6,,,,18
bPtuj3SUxZm,St Patrick Kanamkemer Dispensary,15662,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,,,,20,,20
QDx1Cr19K3c,St Paul's Health Centre,14124,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,52,6,,5,,,4,4,,1,8,80
COpiQeVtvEL,St Pius Musoli Health Centre,16145,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,2,1,2,,1,3,2,2,4,,4,21
yE0YJfPxCUc,St Raphael's Clinic,17683,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,6,7,4,2,4,3,,2,3,4,,5,40
XzQQ1Kwv9lP,St Teresa Catholic Dispensary,11069,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,,,,,3,3
jNY1DdzbBDr,St Veronica EDARP Clinic,18409,FBO,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,21,5,5,1,16,9,3,7,7,10,3,7,94
dEPpmoSHG1v,St Vincent Catholic Clinic,13230,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,15,15,12,3,9,9,7,8,7,2,2,8,97
okndWT0Msuy,St. Ursula's Dispensary,15669,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,,,,6,6,12
fUwtOHR3iUn,St.Mary's Ringa Health Centre,20364,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,2,11,1,1,3,3,3,,6,1,5,2,38
LqjMvQa9FEg,St.Raphael Dispensary (Matisi),18515,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,1,1,20,7,3,,,,,3,3,14,52
yY09wUgxTvI,St.Scholastica Uzima Hospital,13246,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,5,3,,2,3,1,2,1,6,,23
zkY1vTT6ZhX,Star Maternity & Nursing Home,14129,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,3,,,,,5,,,,8
bPtrtamWTmT,Suba Sub County Hospital,14130,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,8,,,18,14,8,14,17,11,,22,11,123
Kw9qM5jwrK7,Suguta Marmar Health Centre,15682,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,1,,1,,1,,,,,3
r7hNHZYd4pj,Sumba Community Dispensary,14133,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,13,1,,,,,,,,,,14
xKOxyxxlXk1,Suna Nursing and Maternity Home,14134,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,1,,,,,,,1,,2
hcF52HKSsCR,Suna Rabuor Dispensary,14135,situated in Suba East Division and its  a GOK Facility,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,2,,9,13,1,,,,,,,1,26
Sepsy4Bb35C,Suna Ragana Dispensary,14136,Situated in Suba Central and its a GOK Facilily,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,4,4,7,,8,5,3,6,,,5,42
XgCDq1zkmPu,Sunga Dispensary,17175,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,3,,3,3,2,,,,11
t1Sit0KrbOb,Survivors Organization,29764,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,2,1,1,3,3,10
TfGXT6KZQ1C,Survivors Organization Clinic,21966,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,4,6,3,1,2,,16
Pz39ORJFqm7,Swindon St Elizabeth Clinic,14138,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,,,1,,,1
R2rsYA67uem,SWOP Clinic Donholm,22349,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,3,2,2,1,1,2,3,6,7,3,2,2,34
iUoikQq3xgk,Swop Kawangware,19719,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,2,3,3,5,3,,2,4,6,5,5,5,43
WF5Bjbhvqtq,Swop Korogocho,19271,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,1,4,3,3,2,4,,2,,2,4,25
NXAxSdZh6MD,SWOP Majengo clinic,28742,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,1,1,1,2,2,2,,3,,,6,1,19
VgZpqrxhRPh,SWOP Thika Road VCT,18896,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,3,2,,,,1,10,10,1,3,1,,31
erge4sMabaa,Tabaka Mission Hospital,14139,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,11,8,,,,3,1,,23
QFr0QG0e4r6,Takawiri Dispensary,14140,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,2,,,,,,2
Jp842VS9qqy,Tala Health Centre,17170,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,,,4,,,4
AXYL3o00Lq2,Tambach Sub-County Hospital,15703,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,38,38,39,41,40,41,43,44,41,43,44,43,495
yLBn5USmgz1,Tanaka Nursing Home,16149,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,9,,3,,,,,,,,,,12
syfJgdyBYs3,Tangulbei Sub county Hospital,15707,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,4,,,,,,,,,4
qThsoxvdyh3,Tarakwa Health centre,15710,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,,11,3,,,14
hVc9GNgGPYF,Taru Dispensary,11838,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,1,,,,,,1
bm5rOfK9Fwr,Tassia Health Centre,27815,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,,,,2,,2
Th9AM1s9wWU,Teens Watch (FSW) Centre,24818,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,4,4,,,,1,,,,9
GQH7f8V4V24,Teens Watch Centre,21404,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,1,,1,,,,,,1,,,2,5
Ofg6EXpIiv1,Tenges Health Centre,15718,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,1,,,,,,3,,3,,4,,11
YYQm99dJJ7X,Teso North Sub County Hospital,16150,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,28,,10,5,,,11,,,,3,,57
CZvhXoH6bT8,The Hope Medical Centre-Awasi,18415,Maternity and Nursing home,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,3,,,,,,,,,,,3
mVjvQPVEjR6,The Mater Misericordiae Hospital (Mukuru),13074,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,17,6,,,,6,,,,10,,39
qQv1jWzru0A,The Omari Project VCT Centre,17966,Drop In Centre,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,,2,,,,2
rW142rztOPK,Thiba Health Centre,11092,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,1,,7,,,,,,,,,8
KFaSkuOoYYU,Thika Level 5 Hospital,11094,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,33,,,,,,,51,1,,,,85
sJHMc412zV6,Thim Lich Dispensary,16278,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,3,,,,,3
x8dwth6BYiK,Tigoi Health Centre,16151,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,7,5,,1,,,,3,7,11,3,,37
jyOgldxx4Ok,Tigoni District Hospital,11104,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,18,12,,,1,2,1,15,,49
qST1ERiAwNm,Timboni Community Dispensary,11851,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,2,,,3,8,4,3,13,4,4,41
dLWshrUrHts,Tinganga Catholic Dispensary,17094,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,2,,,,,,,2
n8Ox0LYd7Di,Tingare Dispensary,14147,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,2,5,7,5,2,,3,,,,,,24
LFBf0WwBzaX,Tisinye Health Centre,14149,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,1,,,,17,8,12,,38
COhi5Nktve9,Tom Mboya Memorial Level 4 Hospital,14150,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,,,25,,1,26
XKVPZ47BC5b,Tombe Health Centre,14151,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,,,1,1,,2
eNZAGD0lqAk,Tonga Health Centre,14152,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,2,,,,,,,,,,,2
exNcDMt9Cjs,Tongaren Model Health Centre,16152,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,5,,1,,,,5,4,,,,,15
ajXvRfmjYFy,Top Station Dispensary,15734,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,1,,,2,,20,23
OResAZUjqtp,Tot Sub County Hospital,15738,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,2,,,1,1,,,4
fBY4PYGFVBq,Tseikuru Sub County Hospital,12805,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,2,4,11,,8,2,,,27
gCfHf4tRoe8,Tulia Health Centre,12806,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,,,,,1,1
R7cVUaPd35q,Tulwet Health Centre,15747,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,,1,,,,1
EVGtiyRCiFL,Tumaini Dice,22564,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,7,7,10,11,,35
xyaGAI5y5BB,Tumaini Dice Dispensary (Kisumu),20523,Non Governmental Organization Drop in Centre for Key Populations,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,1,2,3,1,1,2,,8,2,,2,22
fMVB01WfR0G,TUMAINI DICE-SIAYA,22173,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,1,,,,,2,3
awDItG2Ze2Q,Tumaini DISC Clinic,22392,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,10,,,1,,,2,,,,,,13
cqUcX50S0g3,Tumaini Sondu Dice,20934,Situated along Kisumu- Kisii highway at centre of Sondu Market.200 metres from Sondu Health Centre,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,81,,,,,,,,81
eQ411WldmOy,Tumutumu (PCEA) Hospital,11124,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,5,,,,,1,1,1,,32,7,7,54
eDZupn6owH8,Tunyai Health centre,12813,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,,8,,,,8
g1sQi5lt96i,Turbo Sub County Hospital,15753,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,156,1,,,,233,208,253,256,,257,246,1610
RZWK03w2lGf,Tuungane Dice,18109,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,2,,,,,,,,2
WPFI84EO5Ew,Tyaa Kamuthale Health Centre,12819,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,,3,,,,3
BnJMDZDz0qa,Uasin Gishu District Hospital,15758,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,7,633,597,13,,,,4,7,10,431,,1702
weyCAoCYvTj,Ugina Health Centre,14155,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,13,10,12,,46,1,,,1,3,3,89
TftBThfkPx8,Uhembo Dispensary,17532,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,1,,,,,,1
N9r7p39Cyhv,Uhuru Camp Dispensary (O P Admin Police),13239,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,2,2,,2,,2,3,1,,,2,14
TXGyS25PjDj,Uhuyi Dispensary,14107,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,2,3,,,,,,,,5
noEGy4LQxmn,Ukia Dispensary,12822,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,1,,,,,,,1
izw2qiqKFYI,Ukwala Sub County Hospital,14156,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,7,,10,14,3,7,11,2,6,2,2,5,69
WnyXc5FYO5e,Ulanda Dispensary,14157,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,4,,,1,,1,,,,,,,6
JR47sh98qKk,Uluthe Dispensary,13799,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,9,,1,,1,,,,3,14
EqMPdPE7rOm,Umala Dispensary,16791,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,1,,,,,1,2
adrt3yquw88,Umer Dispensary,17530,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,4,,5,,,,2,,5,16
zGAtALrJYYg,Umoja Health Centre,13240,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,22,6,2,3,,3,21,17,22,10,15,121
QEnV6142tKT,Unga Dispensary,20242,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,,,3,,,3
Y4WPy8CHdAl,Unilever Central Hospital,15761,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,100,78,65,,31,,,4,13,,,291
f86fLjqgs9c,University of Nairobi MARPS Project Embu DICE,21117,Located within EMBU EPGH ground,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,2,,,5,,,4,,,11
Ty7UTI6ULgR,Upper Solai Health Centre,15763,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,11,,1,,,1,,,,13
ER9BOdawZcT,Uradi Health Centre,17183,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,,2,,,,2
mGga9qtmJEk,Urenga Health Centre,14159,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,3,3,,3,,,,,,,,,9
cgLe4rXJQ2f,Uriri Dispensary,14160,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,,,,,2,2
eNAWFykGp3w,Uriri Sub County Hospital,14161,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,11,2,,2,,,,,,,,15
nl1CVcGEwK8,Uruku GK Dispensary,12830,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,3,,,,,,,,,,3
QqzDmPTu1tk,Usao Health Centre,14162,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,3,2,,,,,,2,,,2,9,18
Iya3kdsvW1A,Usigu Health Centre,14164,in Usigu Division,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,2,,1,2,40,10,10,,6,,,,71
NwNdyVDgAPq,Usoma Health Centre,16664,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,2,3,,,,,,,,,5
Aor4slMUZ22,Uthiru Health Centre,11141,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,1,,,1,,,,,,2
pdEPFrsSUIf,Uyawi Sub County Hospital,14165,in nyangoma Division,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,1,,,19,13,,1,1,8,,,43
CFOmFTRmpEp,Vanga Health Centre,11879,,IqkEA3etj2f,MOH 731 Completed IPT_12months HV03-066,Y18_HV03-066,,,,,,,,,,,,7,7
