uid,mflcode,facility,level,ward,subcounty,county
BkK8CzkDAtC,,Walgreens Adlife Plaza,5,Kilimani Ward,Dagoretti North Sub County,Nairobi County
VCHJ2h7tb1d,21956,Chepterit Dispensary,5,Segeroi/Barsombe Ward,Soy Sub County,Uasin Gishu County
EYME90yhk9j,22197,Avenue Health Care (Eldoret),5,Kuinet/Kapsuswa Ward,Soy Sub County,Uasin Gishu County
BdTuCmOCIMJ,22839,marble healthcare limited,5,Bomorenda Ward,Bonchari Sub County,Kisii County
pFPcmmKlnbE,23081,Karema-ini Dispensary,5,Mbiri Ward,Kiharu Sub County,Muranga County
GkZEOFeUu78,23093,Medical Spiral Clinic,5,West Sakwa Ward,Bondo Sub County,Siaya County
J40J6VejBrP,22200,Prince Alvin Medical Centre,5,Theta Ward,Juja Sub County,Kiambu County
owovUKLMScV,22618,St Claire Medical Clinic (Tin'gan'ga),5,Ting'ang'a Ward,Kiambu Town Sub County,Kiambu County
U3jZcnTbwYA,23046,Ideal Hope Medical Clinic,5,Ndumberi Ward,Kiambu Town Sub County,Kiambu County
wzOXj3feOVG,22819,Syathani Dispensary (KAITI),5,Ukia Ward,Kaiti Sub County,Makueni County
mwinGl9kfnM,22820,Kwamukuta Dispensary,5,Kilungu Ward,Kaiti Sub County,Makueni County
MmMdxfPzX6n,22902,Kauti Dispensary,5,Kilungu Ward,Kaiti Sub County,Makueni County
xTgsdtCL6Is,22818,Kituluku Dispensary,5,Ukia Ward,Kaiti Sub County,Makueni County
GSUKk4Qj6CN,22822,Kasunguni Dispensary (Kaiti),5,Kee Ward,Kaiti Sub County,Makueni County
vGt8Hl0rhI8,23067,KARAA DISPENSARY,5,Chogoria Ward,Mwimbi Sub County,Tharaka Nithi County
EIBVrzRoJOI,EIBVrzRoJOI,St Ann's Medical Clinic,5,Nkaimurunya Ward,Kajiado North Sub County,Kajiado County
gEE5YbJCQoL,22921,Wama Clinic,5,Olkeri Ward,Kajiado North Sub County,Kajiado County
IN2RxkubMGE,22317,Medanta Medical Clinic,5,Nkaimurunya Ward,Kajiado North Sub County,Kajiado County
pJGGnODZYsO,23011,Kwa Kamau Medical Clinic,5,Nginda Ward,Muranga South Sub County,Muranga County
PE0Njg3nqDA,23103,Salama Medical Clinic,5,Karai Ward,Kikuyu Sub County,Kiambu County
LBUVjJ7NGGC,23105,Muchorwi Medical Clinic,5,Nyota Ward,Kuresoi North Sub County,Nakuru County
EulV0l2WdiB,23554,Ihigaini Dispensary,5,Muguru Ward,Kangema Sub County,Muranga County
yP0DK96nb8x,23019,Bosnia Dispensary,5,Wote Ward,Makueni Sub County,Makueni County
eN5P0rGNq7S,23014,Kiti Kyumu Dispensary,5,Wote Ward,Makueni Sub County,Makueni County
HAgMvOxSPe8,,Halifax Medicare (duplicate),5,Kiine Ward,Kirinyaga West Sub County,Kirinyaga County
bj4OSniFAZW,24616,Sunrays Medical Clinic,5,Kariti Ward,Kirinyaga West Sub County,Kirinyaga County
C7mvMLgt6CU,,Kamoro Medical Clinic,5,Kariti Ward,Kirinyaga West Sub County,Kirinyaga County
vwBp0spuMhB,19842,Mwea County Medical Center,5,Tebere Ward,Kirinyaga South Sub County,Kirinyaga County
Z8NOtwn1F2s,23326,Phense Medical Clinic,5,Kiine Ward,Kirinyaga West Sub County,Kirinyaga County
LwA9GdNDBAQ,22314,Kathekani Dispensary,5,Mtito Andei Ward,Kibwezi East Sub County,Makueni County
p9nvXd5axY2,23013,Ikalaasa dispensary,5,Mbitini Ward,Makueni Sub County,Makueni County
scJFtHhGzi9,23015,Matheani Dispensary,5,Kitise/Kithuki Ward,Makueni Sub County,Makueni County
hy2jx1XxCjS,22495,Nduumoni Dispensary,5,Nzaui/Kilili/Kalamba Ward,Makueni Sub County,Makueni County
qNIxIDt1GkX,23018,Mandoi Dispensary,5,Muvau/Kikumini Ward,Makueni Sub County,Makueni County
ECpeFdhPhW2,23086,West Ngosini Dispensary,5,Muvau/Kikumini Ward,Makueni Sub County,Makueni County
BOMmyhnTDHa,20983,Ivinga Nzia Dispensary,5,Mavindini Ward,Makueni Sub County,Makueni County
v136BR6zTI1,20809,Kanthuni Dispensary,5,Mavindini Ward,Makueni Sub County,Makueni County
oQcnBkOL7na,23016,Yikiuuku dispensary,5,Kitise/Kithuki Ward,Makueni Sub County,Makueni County
tJ1uLbhIVum,23553,Githunguri Dispensary,5,Muguru Ward,Kangema Sub County,Muranga County
v9USm2ffjcr,23555,Gitugu Dispensary,5,Kanyenya-ini Ward,Kangema Sub County,Muranga County
oUROhsAxbJE,23556,Githiga Dispensary,5,Kanyenya-ini Ward,Kangema Sub County,Muranga County
D2OcyNTPk29,23108,Shamakhokho Neema Medical Clinic,5,Shamakhokho Ward,Hamisi Sub County,Vihiga County
d5EpOhR7z9Z,22946,Penda Medical Care (Kahawa West),5,Kahawa West Ward,Roysambu Sub County,Nairobi County
Gl0xhiCjGFq,22279,River Jordan Medical Centre,5,Mbololo Ward,Voi Sub County,Taita Taveta County
V06P00oGyoD,22836,Our Mother of Perpetual Bamba Catholic Dispensary,5,Bamba Ward,Ganze Sub County,Kilifi County
RJbyJFfKq2T,23121,Kamale Dispensary,5,Adu Ward,Magarini Sub County,Kilifi County
tooMS0GcavA,22623,Nzoia Medical Centre (Chwele),5,Kabuchai/Chwele Ward,Kabuchai Sub County,Bungoma County
ESoLRozyeZs,22024,Kanco Wellness Centre Mariakani,5,Mariakani Ward,Kaloleni Sub County,Kilifi County
mwjNtGdufoT,22834,Makasa Dispensary (Nguu),5,Nguu/Masumba Ward,Kibwezi West Sub County,Makueni County
CHfKmJJp7Qu,20798,Nthongoni Dispensary,5,Kikumbulyu North Ward,Kibwezi West Sub County,Makueni County
UB4Vw7ESB0y,20797,Mithumoni Dispensary,5,Nguu/Masumba Ward,Kibwezi West Sub County,Makueni County
fzG62iB2AXQ,18903,Central Medical Clinic (Kitui Central),5,Township Ward,Kitui Central Sub County,Kitui County
fkosGRd3S7Z,23124,Kwale Eye Centre,5,Waa Ng'ombeni Ward,Matuga Sub County,Kwale County
NiPzt410c2A,22988,Kabongo Community Health Centre,5,Kanyamwa Kologi Ward,Ndhiwa Sub County,Homa Bay County
pX6nNUKFYru,23484,Lutunda Medical Centre,5,Nabiswa Ward,Kiminini Sub County,Trans Nzoia County
SWOddUtlQiU,22753,Ruai Family Hospital - Tala,5,Tala Ward,Matungulu Sub County,Machakos County
Vf1q4KxGleh,,Hope for today VCT Centre (Sosiot),5,Soin Ward,Sigowet/Soin Sub County,Kericho County
v82Bci8K2K5,,Family Health Options Malindi(Medical Care),5,Malindi Town Ward,Malindi Sub County,Kilifi County
XKBHdMU3E9Q,20707,Burmayow Dispensary,5,Elben Ward,Tarbaj Sub County,Wajir County
GqpxsBJRLbf,22964,Iriamurai Dispensary (Consolata Hospital Kyeni),5,Mavuria Ward,Mbeere South Sub County,Embu County
iOB7PExiQwz,22557,Centre View Medical Health Care Clinic,5,Malaba Central Ward,Teso North Sub County,Busia County
NeHpXKxiUUi,,Kabianga Health Centre,5,Kabianga Ward,Belgut Sub County,Kericho County
xAelM1vCP0I,23140,Thome Dispensary,5,Salama Ward,Laikipia West Sub County,Laikipia County
B38UbNDmnjU,23972,Island Dispensary,5,Sosian Ward,Laikipia North Sub County,Laikipia County
u8dBfKifcpt,23102,By Grace Medical Clinic Kisasi,5,Kisasi Ward,Kitui Rural Sub County,Kitui County
kjq7CqeSSdU,22488,Lomunyenpus Dispensary,5,Kakuma Ward,Turkana West Sub County,Turkana County
Sz5t26Veoze,22622,Oltumusoi Dispensary,5,Maji Moto/Naroosura Ward,Narok South Sub County,Narok County
nilBafbFAaV,22688,St. Akidiva Memorial Lolgorian Outreach Clinic,5,Lolgorian Ward,Transmara West Sub County,Narok County
d8S0zyXkAY6,22967,Vital solutions Health Centre,5,Siana Ward,Narok West Sub County,Narok County
PsqLachh0WA,22968,Emayian Medical Clinic,5,Mara Ward,Narok West Sub County,Narok County
qZASlO8IE33,23156,Langa Langa Dispensary,5,Murindati Ward,Gilgil Sub County,Nakuru County
ZN4nPxQovfo,23098,Palmed Health Care Limited,5,Gilgil Ward,Gilgil Sub County,Nakuru County
s4sBd251swN,23157,Butieli Dispensary,5,Marakaru/Tuuti Ward,Kanduyi Sub County,Bungoma County
ZDvGH8uAlpE,22750,Caremax Health Services,5,Juja Ward,Juja Sub County,Kiambu County
WuscPPUf8ch,22540,Sawa sawa Health Services,5,Kalimoni Ward,Juja Sub County,Kiambu County
zCP4Az4ThSi,22811,Ali Juja Hope Medical Centre,5,Juja Ward,Juja Sub County,Kiambu County
SI7CswqEMNV,22869,Helmon Clinic and Lab Services,5,Kalimoni Ward,Juja Sub County,Kiambu County
CIQ8V6vWSrg,22935,Margaret Njoki Memorial Health Centre Ltd,5,Witeithie Ward,Juja Sub County,Kiambu County
rbVcGKrUKTP,,Closed_Duplicate_Thome GK Dispensary,5,Salama Ward,Laikipia West Sub County,Laikipia County
P0NgegX5uEG,23412,Goldstar Drop In Centre,5,Shella Ward,Malindi Sub County,Kilifi County
WIaPAoNhUTW,23087,Fahelma Community CFW Clinic,5,Nambale Ward,Nambale Sub County,Busia County
aaO4OKDNQp2,22299,Nabuala Medical Centre,5,Marakaru/Tuuti Ward,Kanduyi Sub County,Bungoma County
z1uNvLidwcG,24038,Magogoni Medical Clinic,5,Junda Ward,Kisauni Sub County,Mombasa County
qY43ljFuqqz,22302,Oasis Doctors Plaza (Homabay),5,Homa Bay Central Ward,Homa Bay Town Sub County,Homa Bay County
Y9TyW9SfaLS,22926,Alliance Medical Centre (Mombasa),5,Tononoka Ward,Mvita Sub County,Mombasa County
BAGfx0tHc8a,23068,Radiant Hospital Kasarani Annex,5,Clay City Ward,Kasarani Sub County,Nairobi County
m1rIRzltm2c,22273,Maisha Medical clinic,5,Kolwa East Ward,Kisumu East Sub County,Kisumu County
nbyaKOt4oEQ,22094,Maaygo Dice,5,Shauri Moyo Kaloleni Ward,Kisumu Central Sub County,Kisumu County
hSwaofqzLvO,23142,Family Solution Medical Centre,5,Municipality Ward,Imenti North Sub County,Meru County
FXKwKy6L6zk,18735,Madaraka Health Services,5,Municipality Ward,Imenti North Sub County,Meru County
yxRaSsGirKl,20969,Nzukini Dispensary (Kaiti),5,Ilima Ward,Kaiti Sub County,Makueni County
UULhx2y2c6G,20970,Mutulani Dispensary (Kaiti),5,Kee Ward,Kaiti Sub County,Makueni County
Jze8Qd3PrmI,22193,Velma Memorial Medical Centre,5,Nyangati Ward,Kirinyaga South Sub County,Kirinyaga County
K2rbGsiEu2U,23055,Shammah Health Services,5,Kiuu Ward,Ruiru Sub County,Kiambu County
VHy38UcwLIL,22994,St.Andrews Mwichiune Dispensary,5,Abogeta East Ward,Imenti South Sub County,Meru County
TuIXhg4gEYx,23061,Starshine Medical Centre,5,Kahawa Wendani Ward,Ruiru Sub County,Kiambu County
wCKXdyxF8wM,23054,Jubilee Medical Clinic,5,Kiuu Ward,Ruiru Sub County,Kiambu County
Wpps6nXW4ps,22704,Togonye Dispensary,5,Murinduko Ward,Kirinyaga South Sub County,Kirinyaga County
zOsIOPlFgB3,23090,Syria Medical Clinic,5,Kabuchai/Chwele Ward,Kabuchai Sub County,Bungoma County
SHmS4JDGpA7,22652,Fountain Healthcare Limited (Bungoma),5,Khalaba Ward,Kanduyi Sub County,Bungoma County
LBCW97nBBo4,22982,Tamba Pwani CBO (Kilifi),5,Sokoni Ward,Kilifi North Sub County,Kilifi County
eupj9M2IEti,22773,Heartlands Medical Centre,5,Narok Town Ward,Narok North Sub County,Narok County
FWvnln2lZAP,,Closed_Duplicate_Taveta Meditech Centre,5,Bomani Ward,Taveta Sub County,Taita Taveta County
py4T79eCKDK,23166,Mwobia Medical Clinic,5,Muthara Ward,Tigania East Sub County,Meru County
MczldqPIZ0n,23408,Kiamuturi Dispensary,5,Kiru Ward,Mathioya Sub County,Muranga County
KdEKXFFs53b,23167,Kims Uzima Clinic,5,Muthara Ward,Tigania East Sub County,Meru County
tnW4h7fCVLH,,Kaathi Dispensary (Duplicate),5,Thangatha Ward,Tigania Central Sub County,Meru County
NA01Vm8rjMs,23275,Thagana County Medical Centre,5,Kariti Ward,Kirinyaga West Sub County,Kirinyaga County
CctsHfr4MXU,23271,Guardian Family Care Likuyani,5,Nzoia Ward,Likuyani Sub County,Kakamega County
cfHz7L4xTqC,23277,Kisumo Medical Centre,5,Central Ward,Mwingi Central Sub County,Kitui County
JYduFYKJj19,24055,Royal Community Nursing Services,5,Wamagana Ward,Tetu Sub County,Nyeri County
oi9slMO4ftN,,Elshadai CNS,5,Dedan Kimathi Ward,Tetu Sub County,Nyeri County
QHfVkvkIClf,24054,Community Medical Clinic,5,Wamagana Ward,Tetu Sub County,Nyeri County
TfGXT6KZQ1C,21966,Survivors Organization Clinic,5,Ang'orom Ward,Teso South Sub County,Busia County
yhUbOZJRUGD,23048,Mosop Dispensary,5,Moiben Ward,Moiben Sub County,Uasin Gishu County
milsZKQ58A4,22441,Chirobani Dispensary,5,Isukha East Ward,Shinyalu Sub County,Kakamega County
YNcCVkkuWim,21891,Ingolomosio Dispensary,5,Isukha North Ward,Shinyalu Sub County,Kakamega County
mSJ2nuDLoS4,22938,The Mater Hospital-Satelite Clinic(TRM),5,Roysambu Ward,Roysambu Sub County,Nairobi County
O2bZjwm1QBr,22785,Gertrude's Children Hospital Clinic (Thika Road),5,Roysambu Ward,Roysambu Sub County,Nairobi County
WT5NhyAKVxE,23189,Africare Ltd Medica (TRM),5,Roysambu Ward,Roysambu Sub County,Nairobi County
syCMvN84l5I,23190,Partners For Care Medical Centre,5,Roysambu Ward,Roysambu Sub County,Nairobi County
DrkmmYfcr91,23200,Bar Hostess Empowerment Support Program (Roysambu),5,Roysambu Ward,Roysambu Sub County,Nairobi County
YditjiTYCom,20873,Kipranye Dispensary,5,Sigowet Ward,Sigowet/Soin Sub County,Kericho County
A4ui7zQwYV9,22861,Stom Medical Centre,5,Usonga Ward,Alego Usonga Sub County,Siaya County
miqCqVfciKR,23248,Awenasa Medical Clinic,5,Siaya Township Ward,Alego Usonga Sub County,Siaya County
KHzORc6DC6D,23658,Foundation For People With Epilepsy,5,Shella Ward,Malindi Sub County,Kilifi County
eem3FcTS2hz,23293,Polycare Medical Clinic,5,Nguutani Ward,Mwingi West Sub County,Kitui County
vLFZntx74d1,23313,Madina Diagnostic Clinic,5,Chewani Ward,Galole Sub County,Tana River County
znMK3EUgsZu,23616,Mahuaini Faith Christian centre health services,5,Gaturi Ward,Kiharu Sub County,Muranga County
cmi0t7jfAe6,,Kirimachuma APLSC Dispensary (delete),5,Kinguchwa Ward,Tigania Central Sub County,Meru County
JbMzPW3oza5,22789,Chepsoo Medical Centre,5,Chemundu/Kapng'etunyi Ward,Chesumei Sub County,Nandi County
PyWbsiCLpAO,23288,Reale Hospital Clinic,5,Kapsabet Ward,Emgwen Sub County,Nandi County
eH9GBmqLEWR,23147,Kapsabet Eye Care,5,Kapsabet Ward,Emgwen Sub County,Nandi County
piVDFZcAwUn,23228,Quality Medical Care,5,Menengai Ward,Nakuru East Sub County,Nakuru County
Ldjc05PVK2m,22965,Bristol Park Hospital (Machakos),5,Machakos Central Ward,Machakos Sub County,Machakos County
B0KOi4no3Iy,22641,Keringet Nursing Home LTD,5,Keringet Ward,Kuresoi South Sub County,Nakuru County
KoDV7MBGAgP,23312,Chanzou Dispensary,5,Chengoni/Samburu Ward,Kinango Sub County,Kwale County
uHfIgrEy6SL,21947,Maji Ya Chumvi Dispensary,5,Chengoni/Samburu Ward,Kinango Sub County,Kwale County
lJ0SHVLmeNA,21945,Dumbule Dispensary,5,Kinango Ward,Kinango Sub County,Kwale County
SHCtxzGuDSM,22517,Kumpa Dispensary,5,Purko Ward,Kajiado Central Sub County,Kajiado County
Lfa14JUxwpO,21944,Busa Dispensary,5,Puma Ward,Kinango Sub County,Kwale County
JsYwJYhccKp,21946,Gozani Dispensary,5,Puma Ward,Kinango Sub County,Kwale County
HhrPyREkyqN,23323,Mvindeni Dispensary,5,Ukunda Ward,Msambweni Sub County,Kwale County
lr9UnR5a0rN,23322,Ganja La Simba Dispensary,5,Kinondo Ward,Msambweni Sub County,Kwale County
m0RpVkgu56K,23085,Mulata Dispensary,5,Nzaui/Kilili/Kalamba Ward,Makueni Sub County,Makueni County
vUnOa4L87KH,23169,LakeSide Integrated Medical Services (Naivasha),5,Olkaria Ward,Naivasha Sub County,Nakuru County
lZLtU9Xc3uC,21855,Kirukuma Dispensary,5,Chiakagira Ward,Tharaka South Sub County,Tharaka Nithi County
tJ6oUkKdc3L,21854,Kereria Dispensary,5,Nkondi Ward,Tharaka South Sub County,Tharaka Nithi County
XuM0h7o9wot,23134,Mtumwa Dispensary,5,Mwereni Ward,Lunga Lunga Sub County,Kwale County
EmjqaqUBrOl,23310,Alfatah Medical Clinic,5,Bomani Ward,Taveta Sub County,Taita Taveta County
ATqQYf0HnyM,22617,Hope Care Medical Centre,5,Kitengela Ward,Kajiado East Sub County,Kajiado County
uzPI89LLiiQ,22319,Talana Specialist Centre,5,Kitengela Ward,Kajiado East Sub County,Kajiado County
gCuHFPIOxPr,,Adora Children's Clinic,5,Kitengela Ward,Kajiado East Sub County,Kajiado County
xGTmFl5kZ79,21888,Capital Memorial Nursing Home (Kathonzweni),5,Kathonzweni Ward,Makueni Sub County,Makueni County
Ljg0MU1e0bY,22976,Radiant Group of Hospitals (Umoja),5,Umoja II Ward,Embakasi West Sub County,Nairobi County
Dom2cnK42ML,22977,Fairview Medical Clinic,5,Kayole South Ward,Embakasi Central Sub County,Nairobi County
Qc0PIJ61Hil,23850,Access Afya Kiambiu,5,Eastleigh South Ward,Kamukunji Sub County,Nairobi County
pVKvt7k2Ezl,23338,Medisprings Medical Centre,5,Njoro Ward,Njoro Sub County,Nakuru County
iaV9Gj28Oay,23149,Kilifi Dental Centre,5,Sokoni Ward,Kilifi North Sub County,Kilifi County
rEG7aYLeSGS,22937,Afya Medical Ngambo Clinic,5,Kapkures Ward,Nakuru West Sub County,Nakuru County
byB7BWamclo,23343,Devans Medical Clinic,5,Rhoda Ward,Nakuru West Sub County,Nakuru County
GIaWWSFc9I6,23261,MYK View Point Medical Centre,5,Kaptembwo Ward,Nakuru West Sub County,Nakuru County
DTvgI0x6sC4,23182,Mona Dispensary,5,Turi Ward,Molo Sub County,Nakuru County
VuswnQWFdYZ,22743,Alpha Links Medical Clinic,5,Riabai Ward,Kiambu Town Sub County,Kiambu County
capQ2Pi076T,19055,Melchizedek Medical Clinic(Ngong),5,Ngong Ward,Kajiado North Sub County,Kajiado County
Xfy8NNjGAek,23641,LVCT Health DICE (Juja),5,Juja Ward,Juja Sub County,Kiambu County
EJ2Pd7oVdD8,23349,Destiny Medical Centre,5,Kahawa/Sukari Ward,Ruiru Sub County,Kiambu County
eGjvGSJ7lYg,22162,GALAXY HOSPITAL ISIOLO,5,Bulla Pesa Ward,Isiolo Sub County,Isiolo County
DoH05eB2JyS,22877,Simit Dispensary,5,Soy North Ward,Keiyo South Sub County,Elgeyo Marakwet County
jU8suPCXwEX,22344,Adonai Medical Services,5,Ndenderu Ward,Kiambaa Sub County,Kiambu County
bMMsLqyrsmk,23843,Kiptengwer Dispensary,5,Metkei Ward,Keiyo South Sub County,Elgeyo Marakwet County
dRjYLcargM9,23315,Imarah Health Limited,5,Ndenderu Ward,Kiambaa Sub County,Kiambu County
Bou0s5L5qz9,22346,Grace Home Medical Clinic Banana,5,Karuri Ward,Kiambaa Sub County,Kiambu County
F3B1mEj38qX,22646,St Peter's and Ann Medical Centre,5,Ndenderu Ward,Kiambaa Sub County,Kiambu County
KIGlPSrkHHV,22345,Maysparsube Health Services,5,Ndenderu Ward,Kiambaa Sub County,Kiambu County
xp3DafdIuCL,22329,Gateway Health Services,5,Juja Ward,Juja Sub County,Kiambu County
Ua5CdXQtS2A,22683,Patience CFW Clinic,5,Kagaari South Ward,Runyenjes Sub County,Embu County
CsdfHXRekLo,22678,Masii Medical Centre,5,Masii Ward,Mwala Sub County,Machakos County
NV9rkPWp6Hh,22370,Musyi Medical Clinic,5,Makutano/Mwala Ward,Mwala Sub County,Machakos County
W4dQ00s1o7c,23291,Sky Medical Center,5,Rumuruti Township Ward,Laikipia West Sub County,Laikipia County
SKHlaZMNXgo,22681,Tumaini CFW Clinic,5,Kagaari South Ward,Runyenjes Sub County,Embu County
yPAr521JNFA,23258,Nakuru Conventional Medical Clinic,5,Shaabab Ward,Nakuru West Sub County,Nakuru County
vyb3sjyp0R7,23148,Maua Family Medical Clinic,5,Maua Ward,Igembe South Sub County,Meru County
bzgXnOms9KP,23030,Zombe Sub County Hospital,5,Zombe/Mwitika Ward,Kitui East Sub County,Kitui County
PUfsz7GM378,23000,Pemba Medicare Kangeta,5,Kangeta Ward,Igembe Central Sub County,Meru County
tyYhImAxDqw,22761,Musenke Dispensary,5,Magadi Ward,Kajiado West Sub County,Kajiado County
CjFtrjWKuOg,22612,Matasia Health Centre,5,Olkeri Ward,Kajiado North Sub County,Kajiado County
agLm1eX0GaZ,20580,National Virology Reference Lab,5,Woodley/Kenyatta Golf Course Ward,Kibra Sub County,Nairobi County
csymbnkmLhT,20583,National Microbiology Reference Lab,5,Woodley/Kenyatta Golf Course Ward,Kibra Sub County,Nairobi County
S0YoBqLZPPK,20582,National Food Safety and Nutrition Reference Lab,5,Woodley/Kenyatta Golf Course Ward,Kibra Sub County,Nairobi County
zNZkFQwixf8,20584,National Parasitology and NTD Reference Lab,5,Woodley/Kenyatta Golf Course Ward,Kibra Sub County,Nairobi County
Fk2OTeSLzs2,,Walgreens Pharmacy Adlife Plaza,5,Kilimani Ward,Dagoretti North Sub County,Nairobi County
BYV8MWIOghR,,Southland Cactus Pharmacy,5,Mugumo-ini Ward,Langata Sub County,Nairobi County
i2OpRh1qvib,,Rangechem Tmall,5,Nairobi West Ward,Langata Sub County,Nairobi County
dosi5d2yUCN,,Omaera Pharmacy-Ngumo Nairobi,5,Nyayo Highrise Ward,Langata Sub County,Nairobi County
LMoGWfAGRDb,,Yanchem Pharmacy - Mbagathi Way,5,Nyayo Highrise Ward,Langata Sub County,Nairobi County
LzRcIVuIN4N,23863,Weston Pharmacy LTD,5,Nairobi Central Ward,Starehe Sub County,Nairobi County
a79kSa3GnYV,,Westons Pharmacy (Muindi Mbingu),5,Nairobi Central Ward,Starehe Sub County,Nairobi County
V9MpqgPtXr2,,Pharmart Centurion_2 Rivers,5,Karura Ward,Westlands Sub County,Nairobi County
X6pnCjtT7Hx,X6pnCjtT7Hx,Rangechem New Stata Rongai,5,Ongata Rongai Ward,Kajiado North Sub County,Kajiado County
eXzYjl2JyJr,22697,Mungu Dispensary,5,Mitunguu Ward,Imenti South Sub County,Meru County
eHCJ8sB2OJd,22570,Khalwenge Dispensary,5,Endebess Ward,Endebess Sub County,Trans Nzoia County
ZdzYMN877Xh,23400,Moyale Afya Medical Clinic,5,Moyale Township Ward,Moyale Sub County,Marsabit County
h4tHF61Vfqy,22142,Mailo Inya Medical Clinic,5,Kiritta Ward,Ndaragwa Sub County,Nyandarua County
tbxhIQ6JM0B,22569,Matumbei Dispensary,5,Matumbei Ward,Endebess Sub County,Trans Nzoia County
C5g52uSCdWk,23406,Afarshanle Dispensary,5,Wagberi Ward,Wajir East Sub County,Wajir County
OL7Nw5p8c29,20941,Chepkosilen Dispensary,5,Cheptororiet/Seretut Ward,Belgut Sub County,Kericho County
G52sZ1jhmB1,23352,Tangi Tano Dispensary,5,Elementaita Ward,Gilgil Sub County,Nakuru County
YRb6CGJR67E,,Closed_Family health care(Ekalakala) DELETE,5,Ekalakala Ward,Masinga Sub County,Machakos County
y5UK7PkWxl6,23407,Kora Dispensary,5,Kiru Ward,Mathioya Sub County,Muranga County
DfZmGD7EH3O,23409,Mioro Dispensary,5,Kiru Ward,Mathioya Sub County,Muranga County
NsIqQXK9bET,23212,Ihiga Dispensary,5,Kamacharia Ward,Mathioya Sub County,Muranga County
oWQdw7t00Ja,22372,Kerugoya Fortis Medical and Cancer Centre,5,Kerugoya Ward,Kirinyaga Central Sub County,Kirinyaga County
UWAZqYxZnoI,20760,Garabey Dispensary,5,Hulugho Ward,Hulugho Sub County,Garissa County
nlu9iQSAug1,23344,Neo Solution Medical Centre,5,Wote Ward,Makueni Sub County,Makueni County
wp1BC640fy6,22752,Lwakhakha Dispensary,5,Lwandanyi Ward,Sirisia Sub County,Bungoma County
WnNbn5zRE6m,17679,Misikhu Medical Clinic,5,Ndivisi Ward,Webuye East Sub County,Bungoma County
v40CRmpEUuN,23198,Kianungu Dispensary,5,Magombo Ward,Manga Sub County,Nyamira County
ZxtXqRoon59,23198,Kianungu Dispensary,5,Magombo Ward,Manga Sub County,Nyamira County
y4sOSvJO7uT,23196,Emenyenche Dispensary,5,Gesima Ward,Masaba North Sub County,Nyamira County
iVcHfvdHPN8,24066,Kambini dispensary,5,Gesima Ward,Masaba North Sub County,Nyamira County
Sryk2sHD5vG,23191,Riontonyi Dispensary,5,Esise Ward,Borabu Sub County,Nyamira County
GH1KnQLDc6k,22448,Nyaramba Junction Medical Centre,5,Kiabonyoru Ward,Borabu Sub County,Nyamira County
T2xcSqRm2Vu,23204,AIC Kijabe Hospital Nairobi Medical Centre,5,Kileleshwa Ward,Dagoretti North Sub County,Nairobi County
