orgunitlevel1_pos,orgunitlevel2_pos,orgunitlevel3_pos,orgunitlevel4_pos,orgunitlevel5_pos,organisationunitid,organisationunitname_pos,organisationunitcode_pos,dataid_pos,dataname_pos,datacode_pos,Total_pos,orgunitlevel1_tst,orgunitlevel2_tst,orgunitlevel3_tst,orgunitlevel4_tst,orgunitlevel5_tst,organisationunitname_tst,organisationunitcode_tst,organisationunitdescription,dataid_tst,dataname_tst,datacode_tst,Total_tst,difference
Kenya,Kiambu County,Githunguri Sub County,Githunguri Ward,Githunguri Health Centre,rg99yzExwVO,Githunguri Health Centre,10269,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,37,Kenya,Kiambu County,Githunguri Sub County,Githunguri Ward,Githunguri Health Centre,Githunguri Health Centre,10269,,XiRbc0DSMOH,MOH 731 Tested_15-19 (M) HV01-04,Y18_HV01-04,20,-17
Kenya,Kiambu County,Githunguri Sub County,Githunguri Ward,Githunguri Health Centre,rg99yzExwVO,Githunguri Health Centre,10269,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,11,Kenya,Kiambu County,Githunguri Sub County,Githunguri Ward,Githunguri Health Centre,Githunguri Health Centre,10269,,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,Y18_HV01-02,9,-2
Kenya,Marsabit County,Moyale Sub County,Uran Ward,Ell borr Dispensary,riawQuqQMzK,Ell borr Dispensary,,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,1,Kenya,Marsabit County,Moyale Sub County,Uran Ward,Ell borr Dispensary,Ell borr Dispensary,,Dispensary,XiRbc0DSMOH,MOH 731 Tested_15-19 (M) HV01-04,Y18_HV01-04,0,-1
Kenya,Marsabit County,Moyale Sub County,Uran Ward,Ell borr Dispensary,riawQuqQMzK,Ell borr Dispensary,,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,1,Kenya,Marsabit County,Moyale Sub County,Uran Ward,Ell borr Dispensary,Ell borr Dispensary,,Dispensary,YXJf27jfkvS,MOH 731 Tested_15-19(F) HV01-05,Y18_HV01-05,0,-1
Kenya,Kisii County,Bobasi Sub County,Masige West Ward,Omosaria Dispensary,rityjjM643W,Omosaria Dispensary,13986,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,4,Kenya,Kisii County,Bobasi Sub County,Masige West Ward,Omosaria Dispensary,Omosaria Dispensary,13986,,OePJt8CcZ0d,MOH 731 Tested_1-9 HV01-01,Y18_HV01-01,3,-1
Kenya,Elgeyo Marakwet County,Marakwet West Sub County,Lelan Ward,Kaptalamwa Health Centre,rjSHuC1PMfm,Kaptalamwa Health Centre,14774,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,6,Kenya,Elgeyo Marakwet County,Marakwet West Sub County,Lelan Ward,Kaptalamwa Health Centre,Kaptalamwa Health Centre,14774,,OePJt8CcZ0d,MOH 731 Tested_1-9 HV01-01,Y18_HV01-01,2,-4
Kenya,Elgeyo Marakwet County,Marakwet West Sub County,Lelan Ward,Kaptalamwa Health Centre,rjSHuC1PMfm,Kaptalamwa Health Centre,14774,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,6,Kenya,Elgeyo Marakwet County,Marakwet West Sub County,Lelan Ward,Kaptalamwa Health Centre,Kaptalamwa Health Centre,14774,,XiRbc0DSMOH,MOH 731 Tested_15-19 (M) HV01-04,Y18_HV01-04,2,-4
Kenya,Elgeyo Marakwet County,Marakwet West Sub County,Lelan Ward,Kaptalamwa Health Centre,rjSHuC1PMfm,Kaptalamwa Health Centre,14774,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,5,Kenya,Elgeyo Marakwet County,Marakwet West Sub County,Lelan Ward,Kaptalamwa Health Centre,Kaptalamwa Health Centre,14774,,OePJt8CcZ0d,MOH 731 Tested_1-9 HV01-01,Y18_HV01-01,2,-3
Kenya,Elgeyo Marakwet County,Marakwet West Sub County,Lelan Ward,Kaptalamwa Health Centre,rjSHuC1PMfm,Kaptalamwa Health Centre,14774,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,5,Kenya,Elgeyo Marakwet County,Marakwet West Sub County,Lelan Ward,Kaptalamwa Health Centre,Kaptalamwa Health Centre,14774,,XiRbc0DSMOH,MOH 731 Tested_15-19 (M) HV01-04,Y18_HV01-04,2,-3
Kenya,Meru County,Buuri West Sub County,Kisima Ward,Subuiga Dispensary,rjnWCUuotKr,Subuiga Dispensary,27818,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,2,Kenya,Meru County,Buuri West Sub County,Kisima Ward,Subuiga Dispensary,Subuiga Dispensary,27818,,OePJt8CcZ0d,MOH 731 Tested_1-9 HV01-01,Y18_HV01-01,1,-1
Kenya,Kajiado County,Kajiado Central Sub County,Matapato South Ward,Oloirimirim Dispensary,rkfmh8slp6r,Oloirimirim Dispensary,19267,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,3,Kenya,Kajiado County,Kajiado Central Sub County,Matapato South Ward,Oloirimirim Dispensary,Oloirimirim Dispensary,19267,,atSQz5O7e2A,MOH 731 Tested_25+ (F) HV01-09,Y18_HV01-09,2,-1
Kenya,Kilifi County,Magarini Sub County,Marafa Ward,Mizijini Dispensary,rmc0r2tMXfk,Mizijini Dispensary,11625,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,2,Kenya,Kilifi County,Magarini Sub County,Marafa Ward,Mizijini Dispensary,Mizijini Dispensary,11625,,OePJt8CcZ0d,MOH 731 Tested_1-9 HV01-01,Y18_HV01-01,1,-1
Kenya,Nairobi County,Dagoretti South Sub County,Mutu-ini Ward,Good Shepherd Dispensary,rmnpXn7cV2P,Good Shepherd Dispensary,12960,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,3,Kenya,Nairobi County,Dagoretti South Sub County,Mutu-ini Ward,Good Shepherd Dispensary,Good Shepherd Dispensary,12960,,YXJf27jfkvS,MOH 731 Tested_15-19(F) HV01-05,Y18_HV01-05,1,-2
Kenya,Nairobi County,Dagoretti South Sub County,Mutu-ini Ward,Good Shepherd Dispensary,rmnpXn7cV2P,Good Shepherd Dispensary,12960,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,3,Kenya,Nairobi County,Dagoretti South Sub County,Mutu-ini Ward,Good Shepherd Dispensary,Good Shepherd Dispensary,12960,,YXJf27jfkvS,MOH 731 Tested_15-19(F) HV01-05,Y18_HV01-05,1,-2
Kenya,Isiolo County,Isiolo Sub County,Burat Ward,Eremet Dispensary,roFJGLr94Nu,Eremet Dispensary,12012,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,2,Kenya,Isiolo County,Isiolo Sub County,Burat Ward,Eremet Dispensary,Eremet Dispensary,12012,,OePJt8CcZ0d,MOH 731 Tested_1-9 HV01-01,Y18_HV01-01,1,-1
Kenya,Kwale County,Msambweni Sub County,Kinondo Ward,Magaoni Health Centre,roHvB9P8Of1,Magaoni Health Centre,20453,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,2,Kenya,Kwale County,Msambweni Sub County,Kinondo Ward,Magaoni Health Centre,Magaoni Health Centre,20453,Health Centre,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,Y18_HV01-02,1,-1
Kenya,Homa Bay County,Rangwe Sub County,Kagan Ward,Obuya Health Centre,rpUTHHEQGUC,Obuya Health Centre,19866,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,10,Kenya,Homa Bay County,Rangwe Sub County,Kagan Ward,Obuya Health Centre,Obuya Health Centre,19866,,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,Y18_HV01-02,9,-1
Kenya,Homa Bay County,Rangwe Sub County,Kagan Ward,Obuya Health Centre,rpUTHHEQGUC,Obuya Health Centre,19866,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,10,Kenya,Homa Bay County,Rangwe Sub County,Kagan Ward,Obuya Health Centre,Obuya Health Centre,19866,,gMICOUtzqRb,MOH 731 Tested_10-14(F) HV01-03,Y18_HV01-03,4,-6
Kenya,Homa Bay County,Rangwe Sub County,Kagan Ward,Obuya Health Centre,rpUTHHEQGUC,Obuya Health Centre,19866,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,15,Kenya,Homa Bay County,Rangwe Sub County,Kagan Ward,Obuya Health Centre,Obuya Health Centre,19866,,OePJt8CcZ0d,MOH 731 Tested_1-9 HV01-01,Y18_HV01-01,14,-1
Kenya,Homa Bay County,Rangwe Sub County,Kagan Ward,Obuya Health Centre,rpUTHHEQGUC,Obuya Health Centre,19866,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,15,Kenya,Homa Bay County,Rangwe Sub County,Kagan Ward,Obuya Health Centre,Obuya Health Centre,19866,,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,Y18_HV01-02,9,-6
Kenya,Homa Bay County,Rangwe Sub County,Kagan Ward,Obuya Health Centre,rpUTHHEQGUC,Obuya Health Centre,19866,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,15,Kenya,Homa Bay County,Rangwe Sub County,Kagan Ward,Obuya Health Centre,Obuya Health Centre,19866,,gMICOUtzqRb,MOH 731 Tested_10-14(F) HV01-03,Y18_HV01-03,4,-11
Kenya,Kajiado County,Kajiado East Sub County,Oloosirkon/Sholinke Ward,Mawepi Medical and VCT Centre,rsdEvozVRXa,Mawepi Medical and VCT Centre,15161,xMNhnyu7vm1,MOH 731 Positive_15-19(F) HV01-11,Y22_HV01-11,6,Kenya,Kajiado County,Kajiado East Sub County,Oloosirkon/Sholinke Ward,Mawepi Medical and VCT Centre,Mawepi Medical and VCT Centre,15161,,XiRbc0DSMOH,MOH 731 Tested_15-19 (M) HV01-04,Y18_HV01-04,2,-4
Kenya,Kajiado County,Kajiado East Sub County,Oloosirkon/Sholinke Ward,Mawepi Medical and VCT Centre,rsdEvozVRXa,Mawepi Medical and VCT Centre,15161,xMNhnyu7vm1,MOH 731 Positive_15-19(F) HV01-11,Y22_HV01-11,6,Kenya,Kajiado County,Kajiado East Sub County,Oloosirkon/Sholinke Ward,Mawepi Medical and VCT Centre,Mawepi Medical and VCT Centre,15161,,YXJf27jfkvS,MOH 731 Tested_15-19(F) HV01-05,Y18_HV01-05,5,-1
Kenya,Kajiado County,Kajiado East Sub County,Oloosirkon/Sholinke Ward,Mawepi Medical and VCT Centre,rsdEvozVRXa,Mawepi Medical and VCT Centre,15161,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,5,Kenya,Kajiado County,Kajiado East Sub County,Oloosirkon/Sholinke Ward,Mawepi Medical and VCT Centre,Mawepi Medical and VCT Centre,15161,,XiRbc0DSMOH,MOH 731 Tested_15-19 (M) HV01-04,Y18_HV01-04,2,-3
Kenya,Homa Bay County,Suba Central Sub County,Mfangano Island Ward,Remba Dispensary,rsvp3dkcgmQ,Remba Dispensary,17593,oCFXmpol7D8,MOH 731 Positive_20-24(F) HV01-13,Y22_HV01-13,15,Kenya,Homa Bay County,Suba Central Sub County,Mfangano Island Ward,Remba Dispensary,Remba Dispensary,17593,,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,Y18_HV01-02,1,-14
Kenya,Homa Bay County,Suba Central Sub County,Mfangano Island Ward,Remba Dispensary,rsvp3dkcgmQ,Remba Dispensary,17593,oCFXmpol7D8,MOH 731 Positive_20-24(F) HV01-13,Y22_HV01-13,15,Kenya,Homa Bay County,Suba Central Sub County,Mfangano Island Ward,Remba Dispensary,Remba Dispensary,17593,,gMICOUtzqRb,MOH 731 Tested_10-14(F) HV01-03,Y18_HV01-03,2,-13
Kenya,Homa Bay County,Suba Central Sub County,Mfangano Island Ward,Remba Dispensary,rsvp3dkcgmQ,Remba Dispensary,17593,oCFXmpol7D8,MOH 731 Positive_20-24(F) HV01-13,Y22_HV01-13,15,Kenya,Homa Bay County,Suba Central Sub County,Mfangano Island Ward,Remba Dispensary,Remba Dispensary,17593,,XiRbc0DSMOH,MOH 731 Tested_15-19 (M) HV01-04,Y18_HV01-04,11,-4
Kenya,Homa Bay County,Suba Central Sub County,Mfangano Island Ward,Remba Dispensary,rsvp3dkcgmQ,Remba Dispensary,17593,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,17,Kenya,Homa Bay County,Suba Central Sub County,Mfangano Island Ward,Remba Dispensary,Remba Dispensary,17593,,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,Y18_HV01-02,1,-16
Kenya,Homa Bay County,Suba Central Sub County,Mfangano Island Ward,Remba Dispensary,rsvp3dkcgmQ,Remba Dispensary,17593,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,17,Kenya,Homa Bay County,Suba Central Sub County,Mfangano Island Ward,Remba Dispensary,Remba Dispensary,17593,,gMICOUtzqRb,MOH 731 Tested_10-14(F) HV01-03,Y18_HV01-03,2,-15
Kenya,Homa Bay County,Suba Central Sub County,Mfangano Island Ward,Remba Dispensary,rsvp3dkcgmQ,Remba Dispensary,17593,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,17,Kenya,Homa Bay County,Suba Central Sub County,Mfangano Island Ward,Remba Dispensary,Remba Dispensary,17593,,XiRbc0DSMOH,MOH 731 Tested_15-19 (M) HV01-04,Y18_HV01-04,11,-6
Kenya,Homa Bay County,Suba Central Sub County,Mfangano Island Ward,Remba Dispensary,rsvp3dkcgmQ,Remba Dispensary,17593,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,21,Kenya,Homa Bay County,Suba Central Sub County,Mfangano Island Ward,Remba Dispensary,Remba Dispensary,17593,,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,Y18_HV01-02,1,-20
Kenya,Homa Bay County,Suba Central Sub County,Mfangano Island Ward,Remba Dispensary,rsvp3dkcgmQ,Remba Dispensary,17593,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,21,Kenya,Homa Bay County,Suba Central Sub County,Mfangano Island Ward,Remba Dispensary,Remba Dispensary,17593,,gMICOUtzqRb,MOH 731 Tested_10-14(F) HV01-03,Y18_HV01-03,2,-19
Kenya,Homa Bay County,Suba Central Sub County,Mfangano Island Ward,Remba Dispensary,rsvp3dkcgmQ,Remba Dispensary,17593,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,21,Kenya,Homa Bay County,Suba Central Sub County,Mfangano Island Ward,Remba Dispensary,Remba Dispensary,17593,,XiRbc0DSMOH,MOH 731 Tested_15-19 (M) HV01-04,Y18_HV01-04,11,-10
Kenya,Machakos County,Athi River Sub County,Athi River Ward,Athi River Medical Services,rtOVeE98u6G,Athi River Medical Services,11937,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,9,Kenya,Machakos County,Athi River Sub County,Athi River Ward,Athi River Medical Services,Athi River Medical Services,11937,,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,Y18_HV01-02,5,-4
Kenya,Machakos County,Athi River Sub County,Athi River Ward,Athi River Medical Services,rtOVeE98u6G,Athi River Medical Services,11937,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,9,Kenya,Machakos County,Athi River Sub County,Athi River Ward,Athi River Medical Services,Athi River Medical Services,11937,,gMICOUtzqRb,MOH 731 Tested_10-14(F) HV01-03,Y18_HV01-03,1,-8
Kenya,Machakos County,Athi River Sub County,Athi River Ward,Athi River Medical Services,rtOVeE98u6G,Athi River Medical Services,11937,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,9,Kenya,Machakos County,Athi River Sub County,Athi River Ward,Athi River Medical Services,Athi River Medical Services,11937,,XiRbc0DSMOH,MOH 731 Tested_15-19 (M) HV01-04,Y18_HV01-04,4,-5
Kenya,Machakos County,Athi River Sub County,Athi River Ward,Athi River Medical Services,rtOVeE98u6G,Athi River Medical Services,11937,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,3,Kenya,Machakos County,Athi River Sub County,Athi River Ward,Athi River Medical Services,Athi River Medical Services,11937,,gMICOUtzqRb,MOH 731 Tested_10-14(F) HV01-03,Y18_HV01-03,1,-2
Kenya,Nairobi County,Dagoretti South Sub County,Riruta Ward,Fremo Medical Centre,rvY6Idb4l9H,Fremo Medical Centre,18612,oCFXmpol7D8,MOH 731 Positive_20-24(F) HV01-13,Y22_HV01-13,5,Kenya,Nairobi County,Dagoretti South Sub County,Riruta Ward,Fremo Medical Centre,Fremo Medical Centre,18612,,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,Y18_HV01-02,3,-2
Kenya,Nairobi County,Dagoretti South Sub County,Riruta Ward,Fremo Medical Centre,rvY6Idb4l9H,Fremo Medical Centre,18612,oCFXmpol7D8,MOH 731 Positive_20-24(F) HV01-13,Y22_HV01-13,5,Kenya,Nairobi County,Dagoretti South Sub County,Riruta Ward,Fremo Medical Centre,Fremo Medical Centre,18612,,gMICOUtzqRb,MOH 731 Tested_10-14(F) HV01-03,Y18_HV01-03,4,-1
Kenya,Nairobi County,Dagoretti South Sub County,Riruta Ward,Fremo Medical Centre,rvY6Idb4l9H,Fremo Medical Centre,18612,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,7,Kenya,Nairobi County,Dagoretti South Sub County,Riruta Ward,Fremo Medical Centre,Fremo Medical Centre,18612,,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,Y18_HV01-02,3,-4
Kenya,Nairobi County,Dagoretti South Sub County,Riruta Ward,Fremo Medical Centre,rvY6Idb4l9H,Fremo Medical Centre,18612,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,7,Kenya,Nairobi County,Dagoretti South Sub County,Riruta Ward,Fremo Medical Centre,Fremo Medical Centre,18612,,gMICOUtzqRb,MOH 731 Tested_10-14(F) HV01-03,Y18_HV01-03,4,-3
Kenya,Nairobi County,Dagoretti South Sub County,Riruta Ward,Fremo Medical Centre,rvY6Idb4l9H,Fremo Medical Centre,18612,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,8,Kenya,Nairobi County,Dagoretti South Sub County,Riruta Ward,Fremo Medical Centre,Fremo Medical Centre,18612,,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,Y18_HV01-02,3,-5
Kenya,Nairobi County,Dagoretti South Sub County,Riruta Ward,Fremo Medical Centre,rvY6Idb4l9H,Fremo Medical Centre,18612,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,8,Kenya,Nairobi County,Dagoretti South Sub County,Riruta Ward,Fremo Medical Centre,Fremo Medical Centre,18612,,gMICOUtzqRb,MOH 731 Tested_10-14(F) HV01-03,Y18_HV01-03,4,-4
Kenya,Nairobi County,Dagoretti South Sub County,Riruta Ward,Fremo Medical Centre,rvY6Idb4l9H,Fremo Medical Centre,18612,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,8,Kenya,Nairobi County,Dagoretti South Sub County,Riruta Ward,Fremo Medical Centre,Fremo Medical Centre,18612,,XiRbc0DSMOH,MOH 731 Tested_15-19 (M) HV01-04,Y18_HV01-04,7,-1
Kenya,Nakuru County,Naivasha Sub County,Viwandani Ward,Naivasha GK Prison Annex Dispensary,rwmAZ2gLzS7,Naivasha GK Prison Annex Dispensary,14516,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,10,Kenya,Nakuru County,Naivasha Sub County,Viwandani Ward,Naivasha GK Prison Annex Dispensary,Naivasha GK Prison Annex Dispensary,14516,,OePJt8CcZ0d,MOH 731 Tested_1-9 HV01-01,Y18_HV01-01,6,-4
Kenya,Nakuru County,Naivasha Sub County,Viwandani Ward,Naivasha GK Prison Annex Dispensary,rwmAZ2gLzS7,Naivasha GK Prison Annex Dispensary,14516,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,17,Kenya,Nakuru County,Naivasha Sub County,Viwandani Ward,Naivasha GK Prison Annex Dispensary,Naivasha GK Prison Annex Dispensary,14516,,OePJt8CcZ0d,MOH 731 Tested_1-9 HV01-01,Y18_HV01-01,6,-11
Kenya,Nakuru County,Naivasha Sub County,Viwandani Ward,Naivasha GK Prison Annex Dispensary,rwmAZ2gLzS7,Naivasha GK Prison Annex Dispensary,14516,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,17,Kenya,Nakuru County,Naivasha Sub County,Viwandani Ward,Naivasha GK Prison Annex Dispensary,Naivasha GK Prison Annex Dispensary,14516,,YXJf27jfkvS,MOH 731 Tested_15-19(F) HV01-05,Y18_HV01-05,12,-5
Kenya,Nairobi County,Makadara Sub County,Viwandani Ward,Medical Link Integrated Health Program,rxESvHl3vVu,Medical Link Integrated Health Program,19493,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,3,Kenya,Nairobi County,Makadara Sub County,Viwandani Ward,Medical Link Integrated Health Program,Medical Link Integrated Health Program,19493,,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,Y18_HV01-02,2,-1
Kenya,Nairobi County,Makadara Sub County,Viwandani Ward,Medical Link Integrated Health Program,rxESvHl3vVu,Medical Link Integrated Health Program,19493,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,3,Kenya,Nairobi County,Makadara Sub County,Viwandani Ward,Medical Link Integrated Health Program,Medical Link Integrated Health Program,19493,,XiRbc0DSMOH,MOH 731 Tested_15-19 (M) HV01-04,Y18_HV01-04,2,-1
Kenya,Kakamega County,Lugari Sub County,Chevaywa Ward,Matete Health Centre,rxOzjXrbCkg,Matete Health Centre,16005,oCFXmpol7D8,MOH 731 Positive_20-24(F) HV01-13,Y22_HV01-13,7,Kenya,Kakamega County,Lugari Sub County,Chevaywa Ward,Matete Health Centre,Matete Health Centre,16005,,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,Y18_HV01-02,4,-3
Kenya,Kakamega County,Lugari Sub County,Chevaywa Ward,Matete Health Centre,rxOzjXrbCkg,Matete Health Centre,16005,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,32,Kenya,Kakamega County,Lugari Sub County,Chevaywa Ward,Matete Health Centre,Matete Health Centre,16005,,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,Y18_HV01-02,4,-28
Kenya,Kakamega County,Lugari Sub County,Chevaywa Ward,Matete Health Centre,rxOzjXrbCkg,Matete Health Centre,16005,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,32,Kenya,Kakamega County,Lugari Sub County,Chevaywa Ward,Matete Health Centre,Matete Health Centre,16005,,gMICOUtzqRb,MOH 731 Tested_10-14(F) HV01-03,Y18_HV01-03,12,-20
Kenya,Kakamega County,Lugari Sub County,Chevaywa Ward,Matete Health Centre,rxOzjXrbCkg,Matete Health Centre,16005,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,32,Kenya,Kakamega County,Lugari Sub County,Chevaywa Ward,Matete Health Centre,Matete Health Centre,16005,,XiRbc0DSMOH,MOH 731 Tested_15-19 (M) HV01-04,Y18_HV01-04,17,-15
Kenya,Kakamega County,Lugari Sub County,Chevaywa Ward,Matete Health Centre,rxOzjXrbCkg,Matete Health Centre,16005,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,32,Kenya,Kakamega County,Lugari Sub County,Chevaywa Ward,Matete Health Centre,Matete Health Centre,16005,,pkShOkgNQt2,MOH 731 Tested_20-24(M) HV01-06,Y18_HV01-06,21,-11
Kenya,Kakamega County,Lugari Sub County,Chevaywa Ward,Matete Health Centre,rxOzjXrbCkg,Matete Health Centre,16005,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,17,Kenya,Kakamega County,Lugari Sub County,Chevaywa Ward,Matete Health Centre,Matete Health Centre,16005,,lj9QYJqS7bN,MOH 731 Tested_10-14 (M) HV01-02,Y18_HV01-02,4,-13
Kenya,Kakamega County,Lugari Sub County,Chevaywa Ward,Matete Health Centre,rxOzjXrbCkg,Matete Health Centre,16005,J4vNm7YEkdj,MOH 731 Positive_25+(M) HV01-14,Y22_HV01-14,17,Kenya,Kakamega County,Lugari Sub County,Chevaywa Ward,Matete Health Centre,Matete Health Centre,16005,,gMICOUtzqRb,MOH 731 Tested_10-14(F) HV01-03,Y18_HV01-03,12,-5
Kenya,Migori County,Suna East Sub County,Suna Central Ward,Nyarami VCT,rzxD5SSsdYS,Nyarami VCT,17738,oCFXmpol7D8,MOH 731 Positive_20-24(F) HV01-13,Y22_HV01-13,3,Kenya,Migori County,Suna East Sub County,Suna Central Ward,Nyarami VCT,Nyarami VCT,17738,Situated in Suba Central and a its CBO stand alone HTC,OePJt8CcZ0d,MOH 731 Tested_1-9 HV01-01,Y18_HV01-01,1,-2
Kenya,Migori County,Suna East Sub County,Suna Central Ward,Nyarami VCT,rzxD5SSsdYS,Nyarami VCT,17738,oCFXmpol7D8,MOH 731 Positive_20-24(F) HV01-13,Y22_HV01-13,3,Kenya,Migori County,Suna East Sub County,Suna Central Ward,Nyarami VCT,Nyarami VCT,17738,Situated in Suba Central and a its CBO stand alone HTC,gMICOUtzqRb,MOH 731 Tested_10-14(F) HV01-03,Y18_HV01-03,2,-1
Kenya,Migori County,Suna East Sub County,Suna Central Ward,Nyarami VCT,rzxD5SSsdYS,Nyarami VCT,17738,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,11,Kenya,Migori County,Suna East Sub County,Suna Central Ward,Nyarami VCT,Nyarami VCT,17738,Situated in Suba Central and a its CBO stand alone HTC,OePJt8CcZ0d,MOH 731 Tested_1-9 HV01-01,Y18_HV01-01,1,-10
Kenya,Migori County,Suna East Sub County,Suna Central Ward,Nyarami VCT,rzxD5SSsdYS,Nyarami VCT,17738,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,11,Kenya,Migori County,Suna East Sub County,Suna Central Ward,Nyarami VCT,Nyarami VCT,17738,Situated in Suba Central and a its CBO stand alone HTC,gMICOUtzqRb,MOH 731 Tested_10-14(F) HV01-03,Y18_HV01-03,2,-9
Kenya,Migori County,Suna East Sub County,Suna Central Ward,Nyarami VCT,rzxD5SSsdYS,Nyarami VCT,17738,cBTa1jVzT8f,MOH 731 Positive_25+(F) HV01-15,Y22_HV01-15,11,Kenya,Migori County,Suna East Sub County,Suna Central Ward,Nyarami VCT,Nyarami VCT,17738,Situated in Suba Central and a its CBO stand alone HTC,XiRbc0DSMOH,MOH 731 Tested_15-19 (M) HV01-04,Y18_HV01-04,5,-6
