organisationunitid,orgunitlevel1_pos,orgunitlevel2_pos,orgunitlevel3_pos,orgunitlevel4_pos,orgunitlevel5_pos,organisationunitname_pos,organisationunitcode_pos,organisationunitdescription_pos,dataid_pos,dataname_pos,datacode_pos,Total_pos,difference
GrY2IDpso5W,Kenya,Samburu County,Samburu Central Sub County,Maralal Ward,Samburu County Referral Hospital,Samburu County Referral Hospital,15126,level 3,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,18.0,1592.0
GRZc4EZ9PuV,Kenya,Kwale County,Samburu Sub County,Chengoni/Samburu Ward,Samburu Sub County Hospital,Samburu Sub County Hospital,11768,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,13.0,835.0
zL8btjZbnu9,Kenya,Uasin Gishu County,Turbo Sub County,Kamagut Ward,Sambut Dispensary,Sambut Dispensary,15525,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,1.0
MyAeZ7c1vVN,Kenya,Nandi County,Mosop Sub County,Sangalo/Kebulonik Ward,Sang'alo Dispensary,Sang'alo Dispensary,15529,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,3.0,67.0
IwDcBQwgbEg,Kenya,Kakamega County,Likuyani Sub County,Sango Ward,Sango Dispensary,Sango Dispensary,16100,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,6.0,347.0
INSq5Fh6r5M,Kenya,Bungoma County,Tongaren Sub County,Naitiri/Kabuyefwe Ward,Sango Naitiri Dispensary,Sango Naitiri Dispensary,17986,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,4.0,235.0
taNmXyxY87R,Kenya,Kisumu County,Nyakach Sub County,West Nyakach Ward,Sango Rota Health Centre,Sango Rota Health Centre,14066,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,2.0,106.0
hu5n80mUfU6,Kenya,Meru County,Tigania West Sub County,Kianjai Ward,Sanitas Family Hospital Limited,Sanitas Family Hospital Limited,25432,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,40.0
NpKmhJBECVb,Kenya,Migori County,Suna East Sub County,Kakrao Ward,Saro Dispensary,Saro Dispensary,14069,Situated in Suba West division and its a GOK Facility,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,6.0,260.0
epnyykVC3sO,Kenya,Bomet County,Sotik Sub County,Rongena/Manaret Ward,Saruchat Dispensary,Saruchat Dispensary,15532,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,59.0
iCZTk27AHph,Kenya,Mombasa County,Likoni Sub County,Likoni Ward,Sau Health Services,Sau Health Services,11771,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,2.0
vhGugNZUV3w,Kenya,Kakamega County,Ikolomani Sub County,Idakho East Ward,Savane Dispensary,Savane Dispensary,16101,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,3.0,214.0
XBVHcByduVe,Kenya,Mombasa County,Nyali Sub County,Frere Town Ward,Sayyida Fatimah Hospital,Sayyida Fatimah Hospital,11774,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,2.0,320.0
eFXM0R5IBB4,Kenya,Mombasa County,Mvita Sub County,Shimanzi/Ganjoni Ward,Seaside Nursing Home,Seaside Nursing Home,17630,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,21.0
Q1YHVG2A0U1,Kenya,Siaya County,Ugenya Sub County,North Ugenya Ward,Sega Dispensary,Sega Dispensary,14072,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,4.0,257.0
ntP34s4jDH5,Kenya,Siaya County,Ugenya Sub County,North Ugenya Ward,Sega Mission Hospital,Sega Mission Hospital,14073,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,5.0,332.0
EwpG2Q4y05m,Kenya,Siaya County,Alego Usonga Sub County,Central Alego Ward,Segere Dispensary,Segere Dispensary,16790,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,85.0
K8ywGqSdgUL,Kenya,Busia County,Nambale Sub County,Nambale Ward,Segero Dispensary (Nambale),Segero Dispensary (Nambale),21045,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,43.0
N4CG8SaJhdB,Kenya,Bomet County,Bomet Central Sub County,Chesoen Ward,Segutiet Dispensary,Segutiet Dispensary,15540,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,192.0
XzlKeCEvztb,Kenya,Narok County,Narok West Sub County,Siana Ward,Sekenani Health Centre,Sekenani Health Centre,15541,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,239.0
tnPObrjA9RC,Kenya,Homa Bay County,Suba Central Sub County,Mfangano Island Ward,Sena Health Centre,Sena Health Centre,14075,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,148.0
Wm51OW03KAk,Kenya,Machakos County,Matungulu Sub County,Tala Ward,Sengani Health centre,Sengani Health centre,16440,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,3.0,185.0
JPLQJY4Eili,Kenya,Kisii County,Bomachoge Chache Sub County,Bosoti/Sengera Ward,Sengera Health Centre,Sengera Health Centre,14076,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,67.0
TvQQht1n3MH,Kenya,Siaya County,Bondo Sub County,Central Sakwa Ward,Serawongo Dispensary,Serawongo Dispensary,14077,IN NYANGOMA DIVISION,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,2.0,82.0
KZokajoLAXf,Kenya,Kakamega County,Likuyani Sub County,Likuyani Ward,Seregeya Dispensary,Seregeya Dispensary,16102,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,2.0,71.0
oIfTa0e3Og0,Kenya,Vihiga County,Hamisi Sub County,Shamakhokho Ward,Serem Health Centre,Serem Health Centre,16103,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,11.0,564.0
mcSGhLvIobz,Kenya,Nandi County,Aldai Sub County,Kemeloi-maraba Ward,Serem Health Centre (Aldai),Serem Health Centre (Aldai),15545,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,2.0,331.0
eDXfcHuxGxb,Kenya,Samburu County,Samburu East Sub County,Waso Ward,Sereolipi Health Centre,Sereolipi Health Centre,15547,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,232.0
gUbOxK2RoDe,Kenya,Samburu County,Samburu North Sub County,Ndoto Ward,Sererit Catholic Dispensary,Sererit Catholic Dispensary,15548,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,61.0
lqmlibO6CSJ,Kenya,Elgeyo Marakwet County,Keiyo North Sub County,Kamariny Ward,Sergoit Health Centre (Keiyo),Sergoit Health Centre (Keiyo),15554,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,176.0
icmRERPwPyD,Kenya,Nandi County,Tinderet Sub County,Tinderet Ward,Setek Dispensary,Setek Dispensary,15556,Dispensary,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,2.0,197.0
IACiWXTyVDR,Kenya,Kilifi County,Magarini Sub County,Adu Ward,Shakahola Dispensary,Shakahola Dispensary,23118,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,64.0
amRQYjheywd,Kenya,Machakos County,Machakos Sub County,Machakos Central Ward,Shalom Community Hospital,Shalom Community Hospital,12730,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,4.0,123.0
Zo2nZIsclv5,Kenya,Machakos County,Athi River Sub County,Athi River Ward,Shalom Community Hospital (Athi River),Shalom Community Hospital (Athi River),17979,In Athiriver ward,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,2.0,308.0
BRIBehwYmcd,Kenya,Kakamega County,Shinyalu Sub County,Murhanda Ward,Shamakhubu Health Centre,Shamakhubu Health Centre,16104,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,3.0,280.0
dU7dDBWWWDi,Kenya,Nyandarua County,Ndaragwa Sub County,Shamata Ward,Shamata Health Centre,Shamata Health Centre,11004,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,178.0
UNbhlHZjMF2,Kenya,Kakamega County,Malava Sub County,South Kabras Ward,Shamberere Health Centre,Shamberere Health Centre,16105,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,9.0,589.0
vuTWdCN7s7K,Kenya,Kilifi County,Kaloleni Sub County,Mariakani Ward,Shangia Dispensary,Shangia Dispensary,16189,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,216.0
q6kf6cxfaRK,Kenya,Nairobi County,Kamukunji Sub County,Pumwani Ward,Shauri Moyo Clinic,Shauri Moyo Clinic,13184,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,7.0,374.0
m422RPU7jvk,Kenya,Mombasa County,Likoni Sub County,Timbwani Ward,Shelly Beach Hospital,Shelly Beach Hospital,23053,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,3.0,569.0
d7xdgRnT1pE,Kenya,Kakamega County,Mumias East Sub County,East Wanga Ward,Shianda Dispensary,Shianda Dispensary,20194,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,6.0,532.0
PuVGCzBiYAp,Kenya,Kakamega County,Matungu Sub County,Kholera Ward,Shibanze Dispensary,Shibanze Dispensary,16123,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,3.0,236.0
y1jWd1Ug7ts,Kenya,Kakamega County,Ikolomani Sub County,Idakho Central Ward,Shibwe Sub-County Hospital,Shibwe Sub-County Hospital,16107,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,12.0,687.0
IDtVLOWs5dB,Kenya,Kakamega County,Ikolomani Sub County,Idakho Central Ward,Shihalia Dispensary,Shihalia Dispensary,16108,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,49.0
HRweTMDGBxV,Kenya,Kakamega County,Malava Sub County,South Kabras Ward,Shihome Dispensary,Shihome Dispensary,16109,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,4.0,276.0
HqFDy2vEQz6,Kenya,Mombasa County,Likoni Sub County,Shika Adabu Ward,Shika Adabu (MCM) Dispensary,Shika Adabu (MCM) Dispensary,11785,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,3.0,532.0
W1JxUhwofMg,Kenya,Kakamega County,Ikolomani Sub County,Idakho East Ward,Shikokho Dispensary,Shikokho Dispensary,16110,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,2.0,43.0
r7Lt1WaGvWx,Kenya,Kakamega County,Ikolomani Sub County,Idakho Central Ward,Shikumu Dispensary,Shikumu Dispensary,16483,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,3.0,50.0
nNM3ZA9ErqU,Kenya,Kakamega County,Shinyalu Sub County,Isukha North Ward,Shikusa Health Centre,Shikusa Health Centre,16112,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,2.0,195.0
zsswqbRZEzQ,Kenya,Kakamega County,Shinyalu Sub County,Isukha South Ward,Shikusi Dispensary,Shikusi Dispensary,16113,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,195.0
erZvaDeCoQ3,Kenya,Kwale County,Matuga Sub County,Kubo South Ward,Shimba Hills Health Centre,Shimba Hills Health Centre,11787,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,2.0,212.0
lvOFSMPRerh,Kenya,Mombasa County,Kisauni Sub County,Shanzu Ward,Shimo Borstal Dispensary,Shimo Borstal Dispensary,11397,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,3.0,188.0
xFwky80rnjq,Kenya,Mombasa County,Kisauni Sub County,Shanzu Ward,Shimo La Tewa Annex GK Prison Dispensary,Shimo La Tewa Annex GK Prison Dispensary,11393,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,6.0,680.0
gvaEWrl758j,Kenya,Mombasa County,Kisauni Sub County,Shanzu Ward,Shimo-La Tewa Health Centre (GK Prison),Shimo-La Tewa Health Centre (GK Prison),11395,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,19.0,806.0
el6wJ3PIq0h,Kenya,Nairobi County,Mathare Sub County,Hospital Ward,Shining Hope for Communities Mathare Medical Clinic,Shining Hope for Communities Mathare Medical Clinic,,Medical center,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,10.0,834.0
kbg8aYUzgUM,Kenya,Kakamega County,Shinyalu Sub County,Isukha Central Ward,Shinyalu Model Health Centre,Shinyalu Model Health Centre,17596,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,6.0,639.0
agO9AbQPxH4,Kenya,Kakamega County,Butere Sub County,Marama North Ward,Shiraha Health Centre,Shiraha Health Centre,16116,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,5.0,172.0
rcURuJEZKkV,Kenya,Kakamega County,Lurambi Sub County,Butsotso East Ward,Shirakalu Dispensary,Shirakalu Dispensary,22973,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,47.0
r5b82A5eqiv,Kenya,Kwale County,Msambweni Sub County,Ramisi Ward,Shiraz Dispensary,Shiraz Dispensary,22050,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,131.0
HBsqa81tb5L,Kenya,Vihiga County,Hamisi Sub County,Shiru Ward,Shiru Health Centre,Shiru Health Centre,16117,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,13.0,718.0
zbFGKpgLMlF,Kenya,Kakamega County,Ikolomani Sub County,Idakho Central Ward,Shirumba Dispensary,Shirumba Dispensary,22759,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,2.0,50.0
fB3xG06tgRu,Kenya,Kakamega County,Butere Sub County,Marama West Ward,Shisaba Dispensary,Shisaba Dispensary,16118,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,3.0,305.0
KzjIbQebF4W,Kenya,Kakamega County,Ikolomani Sub County,Idakho North Ward,Shiseso Health Centre,Shiseso Health Centre,16119,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,5.0,300.0
DN1DpNnTw3q,Kenya,Kakamega County,Butere Sub County,Marama Central Ward,Shitsitswi Health Centre,Shitsitswi Health Centre,16121,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,3.0,271.0
n8mZDQDs2q5,Kenya,Kakamega County,Malava Sub County,South Kabras Ward,Shivakala Dispensary,Shivakala Dispensary,21043,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,52.0
c6oal13vwWU,Kenya,Kakamega County,Malava Sub County,Manda-shivanga Ward,Shivanga Health Centre,Shivanga Health Centre,16122,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,3.0,144.0
oOwuBKanE6i,Kenya,Kakamega County,Lurambi Sub County,Butsotso Central Ward,Shiyunzu Dispensary,Shiyunzu Dispensary,22979,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,40.0
SQ7NgzUYOjt,Kenya,Nairobi County,Kibra Sub County,Sarang'ombe Ward,SHOFCO Medical Clinic (Kibera),SHOFCO Medical Clinic (Kibera),17650,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,3.0,360.0
hk7CLAgs5Hy,Kenya,Kajiado County,Kajiado West Sub County,Magadi Ward,Shompole Health Centre,Shompole Health Centre,15560,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,4.0,266.0
b3yukBxVi1J,Kenya,Siaya County,Alego Usonga Sub County,Siaya Township Ward,Siaya County Referral Hospital,Siaya County Referral Hospital,14080,"In Siaya Town, along Siaya Ugunja road",nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,32.0,1631.0
lVnCyawh28t,Kenya,Bungoma County,Bumula Sub County,Siboti Ward,Siboti Model Health Centre,Siboti Model Health Centre,16124,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,2.0,407.0
MxwFljO9mmy,Kenya,Migori County,Uriri Sub County,West Kanyamkago Ward,Sibuoche Dispensary,Sibuoche Dispensary,14082,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,3.0,351.0
KLImcutNBb1,Kenya,Kisii County,Kitutu Chache North Sub County,Marani Ward,Sieka Health Centre,Sieka Health Centre,14083,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,6.0,232.0
UDjLzocKru9,Kenya,Siaya County,Ugenya Sub County,West Ugenya Ward,Sifuyo Health centre,Sifuyo Health centre,14084,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,4.0,225.0
z4pEZ9GMUj7,Kenya,Siaya County,Ugunja Sub County,Sigomere Ward,Sigomere Sub County Hospital,Sigomere Sub County Hospital,14085,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,3.0,470.0
bR2L8EXIGC1,Kenya,Bomet County,Chepalungu Sub County,Sigor Ward,Sigor Sub-District Hospital,Sigor Sub-District Hospital,15565,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,4.0,1057.0
eH1iSu1tL6t,Kenya,Kisumu County,Nyakach Sub County,South East Nyakach Ward,Sigoti Health Centre,Sigoti Health Centre,14086,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,4.0,89.0
YLsrbfNIQuI,Kenya,Kericho County,Sigowet/Soin Sub County,Sigowet Ward,Sigowet Sub County Hospital,Sigowet Sub County Hospital,15568,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,11.0,839.0
BvSVueanUP2,Kenya,Siaya County,Ugunja Sub County,Sidindi Ward,Sikalame Dispensary,Sikalame Dispensary,14087,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,119.0
fGgr17UV6Q6,Kenya,Busia County,Butula Sub County,Marachi North Ward,Sikarira Dispensary,Sikarira Dispensary,16485,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,197.0
H9dAKNepix7,Kenya,Trans Nzoia County,Kiminini Sub County,Sikhendu Ward,Sikhendu Dispensary,Sikhendu Dispensary,20162,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,4.0,253.0
GtT8lu2bSgC,Kenya,Trans Nzoia County,Kiminini Sub County,Sikhendu Ward,Sikhendu Medical Centre,Sikhendu Medical Centre,15569,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,159.0
xPwNgDMeWR9,Kenya,Bungoma County,Kabuchai Sub County,Mukuyuni Ward,Sikulu Dispensary,Sikulu Dispensary,16125,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,2.0,446.0
OjOnxCLQ1lM,Kenya,Bungoma County,Kabuchai Sub County,Kabuchai/Chwele Ward,Sikusi Dispensary,Sikusi Dispensary,18145,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,173.0
UmN02RNDmtB,Kenya,Nairobi County,Langata Sub County,Nyayo Highrise Ward,Silanga (MSF Belgium) Dispensary,Silanga (MSF Belgium) Dispensary,13186,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,10.0,485.0
LeiEBPdQtoW,Kenya,Bomet County,Bomet Central Sub County,Silibwet Township Ward,Silibwet Dispensary (Bomet),Silibwet Dispensary (Bomet),15570,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,6.0,526.0
PoAHq41Wjsk,Kenya,Nyandarua County,Oljoroorok Sub County,Gathanji Ward,Silibwet Health Centre (Nyandaruawest),Silibwet Health Centre (Nyandaruawest),11009,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,2.0,182.0
DAy7ZVZUD0i,Kenya,Kericho County,Ainamoi Sub County,Kipchebor Ward,Siloam Hospital,Siloam Hospital,15571,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,6.0,302.0
EIqtgvDWZOt,Kenya,Kisii County,Nyaribari Chache Sub County,Kisii Central Ward,Silver Care Medical Clinic LTD,Silver Care Medical Clinic LTD,,newly created,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,41.0
Ya6kvXptzdo,Kenya,Garissa County,Garissa Sub County,Galbet Ward,Simaho Maternity Home,Simaho Maternity Home,13442,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,468.0
yAbuR7xopaa,Kenya,Trans Nzoia County,Kiminini Sub County,Waitaluk Ward,Simatwet Dispensary,Simatwet Dispensary,26176,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,4.0,126.0
heqPEgGraSS,Kenya,Kajiado County,Kajiado East Sub County,Kenyawa-poka Ward,Simba Health Centre,Simba Health Centre,15574,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,4.0,329.0
uirOz9L34AZ,Kenya,Kisumu County,Kisumu East Sub County,Kajulu Ward,Simba Opepo Health Centre,Simba Opepo Health Centre,14088,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,8.0,231.0
R7ltdc1WXOJ,Kenya,Homa Bay County,Karachuonyo Sub County,Central Ward,Simbi Kogembo Dispensary,Simbi Kogembo Dispensary,14089,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,3.0,114.0
vEdQ4pcovmy,Kenya,Homa Bay County,Rachuonyo South Sub County,Central Kasipul Ward,Simbiri Nanbell Health Centre,Simbiri Nanbell Health Centre,14090,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,2.0,47.0
bsWJDHxiuNB,Kenya,Siaya County,Ugunja Sub County,Sidindi Ward,Simenya Health Centre,Simenya Health Centre,14091,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,8.0,299.0
yJFYHbvQ59O,Kenya,West Pokot County,Pokot South Sub County,Tapach Ward,Sina Dispensary,Sina Dispensary,15580,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,435.0
TktQduWq8H3,Kenya,Nakuru County,Kuresoi South Sub County,Tinet Ward,Sinaia Medical Clinic,Sinaia Medical Clinic,25067,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,79.0
cR3xaOTLxjw,Kenya,Bomet County,Bomet Central Sub County,Singorwet Ward,Singorwet Dispensary,Singorwet Dispensary,15583,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,98.0
bOV4i14mXvI,Kenya,Homa Bay County,Rachuonyo South Sub County,East Kamagak Ward,Sino Health Centre,Sino Health Centre,14092,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,2.0,65.0
c6udqJED2EB,Kenya,Bungoma County,Webuye East Sub County,Ndivisi Ward,Sinoko Dispensary (Bungoma East),Sinoko Dispensary (Bungoma East),16126,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,7.0,316.0
PKZbcnRwCfc,Kenya,Kakamega County,Likuyani Sub County,Sinoko Ward,Sinoko Dispensary (Likuyani),Sinoko Dispensary (Likuyani),16127,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,4.0,91.0
eDnVQzkzc3B,Kenya,Busia County,Samia Sub County,Ageng'a Nanguba Ward,Sio Port Sub County Hospital,Sio Port Sub County Hospital,16128,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,5.0,571.0
jvB87WUXFeY,Kenya,Bomet County,Konoin Sub County,Embomos Ward,Siomo Health centre,Siomo Health centre,15585,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,107.0
fFbd7D0gwb9,Kenya,Bomet County,Chepalungu Sub County,Siongiroi Ward,Siongiroi Health Centre,Siongiroi Health Centre,15587,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,2.0,673.0
Gp3mDe3mSdO,Kenya,Laikipia County,Laikipia West Sub County,Ol-moran Ward,Sipili Health Centre,Sipili Health Centre,15589,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,3.0,250.0
ELjpUSFjC7d,Kenya,Bungoma County,Tongaren Sub County,Naitiri/Kabuyefwe Ward,Sirakaru Dispensary,Sirakaru Dispensary,17990,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,2.0,189.0
PJL0GkJnlST,Kenya,Siaya County,Gem Sub County,North Gem Ward,Sirembe Dispensary,Sirembe Dispensary,14093,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,122.0
V0PeLlQNL7w,Kenya,Kisumu County,Kisumu West Sub County,North West Kisumu Ward,Siriba Dispensary,Siriba Dispensary,14094,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,35.0
uGrCgcX6xGk,Kenya,Busia County,Bunyala Sub County,Bunyala North Ward,Sirimba Dispensary,Sirimba Dispensary,16129,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,2.0,126.0
LM6YIpZduiU,Kenya,Bungoma County,Sirisia Sub County,Malakisi/South Kulisiru Ward,Sirisia Sub County Hospital,Sirisia Sub County Hospital,16130,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,5.0,903.0
iJbCwhHDVV8,Kenya,Bungoma County,Kanduyi Sub County,Musikoma Ward,Siritanyi Dispensary,Siritanyi Dispensary,25500,,nwXS5vxrrr7,MOH 731 Positive Results_ANC HV02-11,Y18_HV02-11,1.0,62.0
