facility,ward,subcounty,county,MOH_UID,MOH_Indicator_ID,MOH_Indicator_Name,khis_data
Isumba Dispensary,Butsotso South Ward,Lurambi Sub County,Kakamega County,Wmm9bP13tUz,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,13
Alupe Sub County Referral Hospital,Ang'orom Ward,Teso South Sub County,Busia County,wmUX4Xf6mHU,AQsTt7jtKbt,MOH 731 On ART_15-19 (F) HV03-033,20
Alupe Sub County Referral Hospital,Ang'orom Ward,Teso South Sub County,Busia County,wmUX4Xf6mHU,e93GKJTHKAX,MOH 731 On ART_20-24(M) HV03-034,3
Alupe Sub County Referral Hospital,Ang'orom Ward,Teso South Sub County,Busia County,wmUX4Xf6mHU,EhZQp3PTA3C,MOH 731 On ART_20-24 (F) HV03-035,13
Alupe Sub County Referral Hospital,Ang'orom Ward,Teso South Sub County,Busia County,wmUX4Xf6mHU,GSEmLUnrvzj,MOH 731 On ART_10-14 (F) HV03-031,19
Alupe Sub County Referral Hospital,Ang'orom Ward,Teso South Sub County,Busia County,wmUX4Xf6mHU,Jbu4if6gtDp,MOH 731 On ART_10-14(M) HV03-030,20
Alupe Sub County Referral Hospital,Ang'orom Ward,Teso South Sub County,Busia County,wmUX4Xf6mHU,oOOnacUi9Jm,MOH 731 On ART_15-19(M) HV03-032,16
Alupe Sub County Referral Hospital,Ang'orom Ward,Teso South Sub County,Busia County,wmUX4Xf6mHU,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,418
Alupe Sub County Referral Hospital,Ang'orom Ward,Teso South Sub County,Busia County,wmUX4Xf6mHU,SJL4k6Gl53C,MOH 731 On ART_<1 HV03-028,2
Alupe Sub County Referral Hospital,Ang'orom Ward,Teso South Sub County,Busia County,wmUX4Xf6mHU,wbJOu4h2SSz,MOH 731 On ART_1-9 HV03-029,21
Alupe Sub County Referral Hospital,Ang'orom Ward,Teso South Sub County,Busia County,wmUX4Xf6mHU,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,849
Kapsoya Health Centre,Kapsoya Ward,Ainabkoi Sub County,Uasin Gishu County,WmVkqxdy4xB,AQsTt7jtKbt,MOH 731 On ART_15-19 (F) HV03-033,1
Kapsoya Health Centre,Kapsoya Ward,Ainabkoi Sub County,Uasin Gishu County,WmVkqxdy4xB,e93GKJTHKAX,MOH 731 On ART_20-24(M) HV03-034,5
Kapsoya Health Centre,Kapsoya Ward,Ainabkoi Sub County,Uasin Gishu County,WmVkqxdy4xB,EhZQp3PTA3C,MOH 731 On ART_20-24 (F) HV03-035,9
Kapsoya Health Centre,Kapsoya Ward,Ainabkoi Sub County,Uasin Gishu County,WmVkqxdy4xB,oOOnacUi9Jm,MOH 731 On ART_15-19(M) HV03-032,1
Kapsoya Health Centre,Kapsoya Ward,Ainabkoi Sub County,Uasin Gishu County,WmVkqxdy4xB,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,30
Kapsoya Health Centre,Kapsoya Ward,Ainabkoi Sub County,Uasin Gishu County,WmVkqxdy4xB,wbJOu4h2SSz,MOH 731 On ART_1-9 HV03-029,2
Kapsoya Health Centre,Kapsoya Ward,Ainabkoi Sub County,Uasin Gishu County,WmVkqxdy4xB,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,93
Young Generation Centre Dispensary (Med 25),Kasgunga Ward,Mbita Sub County,Homa Bay County,WNMTHpw5zHA,AQsTt7jtKbt,MOH 731 On ART_15-19 (F) HV03-033,16
Young Generation Centre Dispensary (Med 25),Kasgunga Ward,Mbita Sub County,Homa Bay County,WNMTHpw5zHA,e93GKJTHKAX,MOH 731 On ART_20-24(M) HV03-034,6
Young Generation Centre Dispensary (Med 25),Kasgunga Ward,Mbita Sub County,Homa Bay County,WNMTHpw5zHA,EhZQp3PTA3C,MOH 731 On ART_20-24 (F) HV03-035,38
Young Generation Centre Dispensary (Med 25),Kasgunga Ward,Mbita Sub County,Homa Bay County,WNMTHpw5zHA,GSEmLUnrvzj,MOH 731 On ART_10-14 (F) HV03-031,11
Young Generation Centre Dispensary (Med 25),Kasgunga Ward,Mbita Sub County,Homa Bay County,WNMTHpw5zHA,Jbu4if6gtDp,MOH 731 On ART_10-14(M) HV03-030,12
Young Generation Centre Dispensary (Med 25),Kasgunga Ward,Mbita Sub County,Homa Bay County,WNMTHpw5zHA,oOOnacUi9Jm,MOH 731 On ART_15-19(M) HV03-032,7
Young Generation Centre Dispensary (Med 25),Kasgunga Ward,Mbita Sub County,Homa Bay County,WNMTHpw5zHA,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,262
Young Generation Centre Dispensary (Med 25),Kasgunga Ward,Mbita Sub County,Homa Bay County,WNMTHpw5zHA,wbJOu4h2SSz,MOH 731 On ART_1-9 HV03-029,19
Young Generation Centre Dispensary (Med 25),Kasgunga Ward,Mbita Sub County,Homa Bay County,WNMTHpw5zHA,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,482
Gathanga Health Centre,Muchatha Ward,Kiambaa Sub County,Kiambu County,wOcT7C4Gqzh,AQsTt7jtKbt,MOH 731 On ART_15-19 (F) HV03-033,3
Gathanga Health Centre,Muchatha Ward,Kiambaa Sub County,Kiambu County,wOcT7C4Gqzh,e93GKJTHKAX,MOH 731 On ART_20-24(M) HV03-034,2
Gathanga Health Centre,Muchatha Ward,Kiambaa Sub County,Kiambu County,wOcT7C4Gqzh,EhZQp3PTA3C,MOH 731 On ART_20-24 (F) HV03-035,6
Gathanga Health Centre,Muchatha Ward,Kiambaa Sub County,Kiambu County,wOcT7C4Gqzh,oOOnacUi9Jm,MOH 731 On ART_15-19(M) HV03-032,1
Gathanga Health Centre,Muchatha Ward,Kiambaa Sub County,Kiambu County,wOcT7C4Gqzh,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,40
Gathanga Health Centre,Muchatha Ward,Kiambaa Sub County,Kiambu County,wOcT7C4Gqzh,wbJOu4h2SSz,MOH 731 On ART_1-9 HV03-029,5
Gathanga Health Centre,Muchatha Ward,Kiambaa Sub County,Kiambu County,wOcT7C4Gqzh,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,81
Approved Dispensary,Mahiakalo Ward,Lurambi Sub County,Kakamega County,wP6cPKxmPwl,AQsTt7jtKbt,MOH 731 On ART_15-19 (F) HV03-033,4
Approved Dispensary,Mahiakalo Ward,Lurambi Sub County,Kakamega County,wP6cPKxmPwl,e93GKJTHKAX,MOH 731 On ART_20-24(M) HV03-034,4
Approved Dispensary,Mahiakalo Ward,Lurambi Sub County,Kakamega County,wP6cPKxmPwl,EhZQp3PTA3C,MOH 731 On ART_20-24 (F) HV03-035,15
Approved Dispensary,Mahiakalo Ward,Lurambi Sub County,Kakamega County,wP6cPKxmPwl,GSEmLUnrvzj,MOH 731 On ART_10-14 (F) HV03-031,6
Approved Dispensary,Mahiakalo Ward,Lurambi Sub County,Kakamega County,wP6cPKxmPwl,Jbu4if6gtDp,MOH 731 On ART_10-14(M) HV03-030,6
Approved Dispensary,Mahiakalo Ward,Lurambi Sub County,Kakamega County,wP6cPKxmPwl,oOOnacUi9Jm,MOH 731 On ART_15-19(M) HV03-032,4
Approved Dispensary,Mahiakalo Ward,Lurambi Sub County,Kakamega County,wP6cPKxmPwl,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,88
Approved Dispensary,Mahiakalo Ward,Lurambi Sub County,Kakamega County,wP6cPKxmPwl,SJL4k6Gl53C,MOH 731 On ART_<1 HV03-028,2
Approved Dispensary,Mahiakalo Ward,Lurambi Sub County,Kakamega County,wP6cPKxmPwl,wbJOu4h2SSz,MOH 731 On ART_1-9 HV03-029,13
Approved Dispensary,Mahiakalo Ward,Lurambi Sub County,Kakamega County,wP6cPKxmPwl,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,210
Difathas Health Centre,Murinduko Ward,Kirinyaga South Sub County,Kirinyaga County,WP7J5im3gDh,AQsTt7jtKbt,MOH 731 On ART_15-19 (F) HV03-033,2
Difathas Health Centre,Murinduko Ward,Kirinyaga South Sub County,Kirinyaga County,WP7J5im3gDh,e93GKJTHKAX,MOH 731 On ART_20-24(M) HV03-034,2
Difathas Health Centre,Murinduko Ward,Kirinyaga South Sub County,Kirinyaga County,WP7J5im3gDh,EhZQp3PTA3C,MOH 731 On ART_20-24 (F) HV03-035,8
Difathas Health Centre,Murinduko Ward,Kirinyaga South Sub County,Kirinyaga County,WP7J5im3gDh,GSEmLUnrvzj,MOH 731 On ART_10-14 (F) HV03-031,2
Difathas Health Centre,Murinduko Ward,Kirinyaga South Sub County,Kirinyaga County,WP7J5im3gDh,Jbu4if6gtDp,MOH 731 On ART_10-14(M) HV03-030,9
Difathas Health Centre,Murinduko Ward,Kirinyaga South Sub County,Kirinyaga County,WP7J5im3gDh,oOOnacUi9Jm,MOH 731 On ART_15-19(M) HV03-032,1
Difathas Health Centre,Murinduko Ward,Kirinyaga South Sub County,Kirinyaga County,WP7J5im3gDh,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,98
Difathas Health Centre,Murinduko Ward,Kirinyaga South Sub County,Kirinyaga County,WP7J5im3gDh,wbJOu4h2SSz,MOH 731 On ART_1-9 HV03-029,5
Difathas Health Centre,Murinduko Ward,Kirinyaga South Sub County,Kirinyaga County,WP7J5im3gDh,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,183
Kombato Dispensary,Macalder/Kanyarwanda Ward,Nyatike Sub County,Migori County,WPhMyqa7tMP,AQsTt7jtKbt,MOH 731 On ART_15-19 (F) HV03-033,7
Kombato Dispensary,Macalder/Kanyarwanda Ward,Nyatike Sub County,Migori County,WPhMyqa7tMP,e93GKJTHKAX,MOH 731 On ART_20-24(M) HV03-034,2
Kombato Dispensary,Macalder/Kanyarwanda Ward,Nyatike Sub County,Migori County,WPhMyqa7tMP,EhZQp3PTA3C,MOH 731 On ART_20-24 (F) HV03-035,28
Kombato Dispensary,Macalder/Kanyarwanda Ward,Nyatike Sub County,Migori County,WPhMyqa7tMP,GSEmLUnrvzj,MOH 731 On ART_10-14 (F) HV03-031,6
Kombato Dispensary,Macalder/Kanyarwanda Ward,Nyatike Sub County,Migori County,WPhMyqa7tMP,Jbu4if6gtDp,MOH 731 On ART_10-14(M) HV03-030,11
Kombato Dispensary,Macalder/Kanyarwanda Ward,Nyatike Sub County,Migori County,WPhMyqa7tMP,oOOnacUi9Jm,MOH 731 On ART_15-19(M) HV03-032,2
Kombato Dispensary,Macalder/Kanyarwanda Ward,Nyatike Sub County,Migori County,WPhMyqa7tMP,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,96
Kombato Dispensary,Macalder/Kanyarwanda Ward,Nyatike Sub County,Migori County,WPhMyqa7tMP,SJL4k6Gl53C,MOH 731 On ART_<1 HV03-028,1
Kombato Dispensary,Macalder/Kanyarwanda Ward,Nyatike Sub County,Migori County,WPhMyqa7tMP,wbJOu4h2SSz,MOH 731 On ART_1-9 HV03-029,19
Kombato Dispensary,Macalder/Kanyarwanda Ward,Nyatike Sub County,Migori County,WPhMyqa7tMP,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,202
Buduta Dispensary,Ageng'a Nanguba Ward,Samia Sub County,Busia County,wPsUQXK6ynT,EhZQp3PTA3C,MOH 731 On ART_20-24 (F) HV03-035,3
Buduta Dispensary,Ageng'a Nanguba Ward,Samia Sub County,Busia County,wPsUQXK6ynT,Jbu4if6gtDp,MOH 731 On ART_10-14(M) HV03-030,1
Buduta Dispensary,Ageng'a Nanguba Ward,Samia Sub County,Busia County,wPsUQXK6ynT,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,14
Buduta Dispensary,Ageng'a Nanguba Ward,Samia Sub County,Busia County,wPsUQXK6ynT,wbJOu4h2SSz,MOH 731 On ART_1-9 HV03-029,2
Buduta Dispensary,Ageng'a Nanguba Ward,Samia Sub County,Busia County,wPsUQXK6ynT,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,31
Gakawa Dispensary,Gakawa Ward,Kieni East Sub County,Nyeri County,wpzFaD5rUsJ,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,3
Nyamagwa Health Centre,Bobasi/Boitangare Ward,Bobasi Sub County,Kisii County,Wq6zUnyDUTt,AQsTt7jtKbt,MOH 731 On ART_15-19 (F) HV03-033,2
Nyamagwa Health Centre,Bobasi/Boitangare Ward,Bobasi Sub County,Kisii County,Wq6zUnyDUTt,e93GKJTHKAX,MOH 731 On ART_20-24(M) HV03-034,1
Nyamagwa Health Centre,Bobasi/Boitangare Ward,Bobasi Sub County,Kisii County,Wq6zUnyDUTt,EhZQp3PTA3C,MOH 731 On ART_20-24 (F) HV03-035,3
Nyamagwa Health Centre,Bobasi/Boitangare Ward,Bobasi Sub County,Kisii County,Wq6zUnyDUTt,GSEmLUnrvzj,MOH 731 On ART_10-14 (F) HV03-031,2
Nyamagwa Health Centre,Bobasi/Boitangare Ward,Bobasi Sub County,Kisii County,Wq6zUnyDUTt,Jbu4if6gtDp,MOH 731 On ART_10-14(M) HV03-030,1
Nyamagwa Health Centre,Bobasi/Boitangare Ward,Bobasi Sub County,Kisii County,Wq6zUnyDUTt,oOOnacUi9Jm,MOH 731 On ART_15-19(M) HV03-032,1
Nyamagwa Health Centre,Bobasi/Boitangare Ward,Bobasi Sub County,Kisii County,Wq6zUnyDUTt,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,24
Nyamagwa Health Centre,Bobasi/Boitangare Ward,Bobasi Sub County,Kisii County,Wq6zUnyDUTt,wbJOu4h2SSz,MOH 731 On ART_1-9 HV03-029,1
Nyamagwa Health Centre,Bobasi/Boitangare Ward,Bobasi Sub County,Kisii County,Wq6zUnyDUTt,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,54
Coast General Teaching and Referral Hospital,Tononoka Ward,Mvita Sub County,Mombasa County,WQBUBXxXVe5,AQsTt7jtKbt,MOH 731 On ART_15-19 (F) HV03-033,93
Coast General Teaching and Referral Hospital,Tononoka Ward,Mvita Sub County,Mombasa County,WQBUBXxXVe5,e93GKJTHKAX,MOH 731 On ART_20-24(M) HV03-034,85
Coast General Teaching and Referral Hospital,Tononoka Ward,Mvita Sub County,Mombasa County,WQBUBXxXVe5,EhZQp3PTA3C,MOH 731 On ART_20-24 (F) HV03-035,112
Coast General Teaching and Referral Hospital,Tononoka Ward,Mvita Sub County,Mombasa County,WQBUBXxXVe5,GSEmLUnrvzj,MOH 731 On ART_10-14 (F) HV03-031,53
Coast General Teaching and Referral Hospital,Tononoka Ward,Mvita Sub County,Mombasa County,WQBUBXxXVe5,Jbu4if6gtDp,MOH 731 On ART_10-14(M) HV03-030,57
Coast General Teaching and Referral Hospital,Tononoka Ward,Mvita Sub County,Mombasa County,WQBUBXxXVe5,oOOnacUi9Jm,MOH 731 On ART_15-19(M) HV03-032,86
Coast General Teaching and Referral Hospital,Tononoka Ward,Mvita Sub County,Mombasa County,WQBUBXxXVe5,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,1138
Coast General Teaching and Referral Hospital,Tononoka Ward,Mvita Sub County,Mombasa County,WQBUBXxXVe5,wbJOu4h2SSz,MOH 731 On ART_1-9 HV03-029,70
Coast General Teaching and Referral Hospital,Tononoka Ward,Mvita Sub County,Mombasa County,WQBUBXxXVe5,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,2289
Kiwamu Health Centre,Dundori Ward,Nakuru North Sub County,Nakuru County,WQRkoXjzOCr,AQsTt7jtKbt,MOH 731 On ART_15-19 (F) HV03-033,1
Kiwamu Health Centre,Dundori Ward,Nakuru North Sub County,Nakuru County,WQRkoXjzOCr,e93GKJTHKAX,MOH 731 On ART_20-24(M) HV03-034,2
Kiwamu Health Centre,Dundori Ward,Nakuru North Sub County,Nakuru County,WQRkoXjzOCr,EhZQp3PTA3C,MOH 731 On ART_20-24 (F) HV03-035,6
Kiwamu Health Centre,Dundori Ward,Nakuru North Sub County,Nakuru County,WQRkoXjzOCr,GSEmLUnrvzj,MOH 731 On ART_10-14 (F) HV03-031,3
Kiwamu Health Centre,Dundori Ward,Nakuru North Sub County,Nakuru County,WQRkoXjzOCr,Jbu4if6gtDp,MOH 731 On ART_10-14(M) HV03-030,3
Kiwamu Health Centre,Dundori Ward,Nakuru North Sub County,Nakuru County,WQRkoXjzOCr,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,39
Kiwamu Health Centre,Dundori Ward,Nakuru North Sub County,Nakuru County,WQRkoXjzOCr,wbJOu4h2SSz,MOH 731 On ART_1-9 HV03-029,5
Kiwamu Health Centre,Dundori Ward,Nakuru North Sub County,Nakuru County,WQRkoXjzOCr,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,82
Gatundu District Hospital,Ngenda Ward,Gatundu South Sub County,Kiambu County,WrZYJH3y1Fh,AQsTt7jtKbt,MOH 731 On ART_15-19 (F) HV03-033,24
Gatundu District Hospital,Ngenda Ward,Gatundu South Sub County,Kiambu County,WrZYJH3y1Fh,e93GKJTHKAX,MOH 731 On ART_20-24(M) HV03-034,19
Gatundu District Hospital,Ngenda Ward,Gatundu South Sub County,Kiambu County,WrZYJH3y1Fh,EhZQp3PTA3C,MOH 731 On ART_20-24 (F) HV03-035,35
Gatundu District Hospital,Ngenda Ward,Gatundu South Sub County,Kiambu County,WrZYJH3y1Fh,GSEmLUnrvzj,MOH 731 On ART_10-14 (F) HV03-031,17
Gatundu District Hospital,Ngenda Ward,Gatundu South Sub County,Kiambu County,WrZYJH3y1Fh,Jbu4if6gtDp,MOH 731 On ART_10-14(M) HV03-030,21
Gatundu District Hospital,Ngenda Ward,Gatundu South Sub County,Kiambu County,WrZYJH3y1Fh,oOOnacUi9Jm,MOH 731 On ART_15-19(M) HV03-032,23
Gatundu District Hospital,Ngenda Ward,Gatundu South Sub County,Kiambu County,WrZYJH3y1Fh,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,466
Gatundu District Hospital,Ngenda Ward,Gatundu South Sub County,Kiambu County,WrZYJH3y1Fh,wbJOu4h2SSz,MOH 731 On ART_1-9 HV03-029,25
Gatundu District Hospital,Ngenda Ward,Gatundu South Sub County,Kiambu County,WrZYJH3y1Fh,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,1115
Ghazi Dispensary,Ngolia Ward,Voi Sub County,Taita Taveta County,wt82nplSMIL,AQsTt7jtKbt,MOH 731 On ART_15-19 (F) HV03-033,1
Ghazi Dispensary,Ngolia Ward,Voi Sub County,Taita Taveta County,wt82nplSMIL,e93GKJTHKAX,MOH 731 On ART_20-24(M) HV03-034,1
Ghazi Dispensary,Ngolia Ward,Voi Sub County,Taita Taveta County,wt82nplSMIL,GSEmLUnrvzj,MOH 731 On ART_10-14 (F) HV03-031,3
Ghazi Dispensary,Ngolia Ward,Voi Sub County,Taita Taveta County,wt82nplSMIL,Jbu4if6gtDp,MOH 731 On ART_10-14(M) HV03-030,1
Ghazi Dispensary,Ngolia Ward,Voi Sub County,Taita Taveta County,wt82nplSMIL,oOOnacUi9Jm,MOH 731 On ART_15-19(M) HV03-032,1
Ghazi Dispensary,Ngolia Ward,Voi Sub County,Taita Taveta County,wt82nplSMIL,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,9
Ghazi Dispensary,Ngolia Ward,Voi Sub County,Taita Taveta County,wt82nplSMIL,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,23
Kataboi Dispensary,Lakezone Ward,Turkana North Sub County,Turkana County,WTPcSOaXGq9,AQsTt7jtKbt,MOH 731 On ART_15-19 (F) HV03-033,1
Kataboi Dispensary,Lakezone Ward,Turkana North Sub County,Turkana County,WTPcSOaXGq9,EhZQp3PTA3C,MOH 731 On ART_20-24 (F) HV03-035,2
Kataboi Dispensary,Lakezone Ward,Turkana North Sub County,Turkana County,WTPcSOaXGq9,GSEmLUnrvzj,MOH 731 On ART_10-14 (F) HV03-031,6
Kataboi Dispensary,Lakezone Ward,Turkana North Sub County,Turkana County,WTPcSOaXGq9,Jbu4if6gtDp,MOH 731 On ART_10-14(M) HV03-030,2
Kataboi Dispensary,Lakezone Ward,Turkana North Sub County,Turkana County,WTPcSOaXGq9,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,20
Kataboi Dispensary,Lakezone Ward,Turkana North Sub County,Turkana County,WTPcSOaXGq9,wbJOu4h2SSz,MOH 731 On ART_1-9 HV03-029,10
Kataboi Dispensary,Lakezone Ward,Turkana North Sub County,Turkana County,WTPcSOaXGq9,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,42
Mirere Health Centre,Namamali Ward,Matungu Sub County,Kakamega County,wTvF9os0GY9,AQsTt7jtKbt,MOH 731 On ART_15-19 (F) HV03-033,1
Mirere Health Centre,Namamali Ward,Matungu Sub County,Kakamega County,wTvF9os0GY9,e93GKJTHKAX,MOH 731 On ART_20-24(M) HV03-034,1
Mirere Health Centre,Namamali Ward,Matungu Sub County,Kakamega County,wTvF9os0GY9,EhZQp3PTA3C,MOH 731 On ART_20-24 (F) HV03-035,3
Mirere Health Centre,Namamali Ward,Matungu Sub County,Kakamega County,wTvF9os0GY9,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,18
Mirere Health Centre,Namamali Ward,Matungu Sub County,Kakamega County,wTvF9os0GY9,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,50
Kachuth Dispensary,Kwabwai Ward,Ndhiwa Sub County,Homa Bay County,wUI5w5hVFXn,AQsTt7jtKbt,MOH 731 On ART_15-19 (F) HV03-033,4
Kachuth Dispensary,Kwabwai Ward,Ndhiwa Sub County,Homa Bay County,wUI5w5hVFXn,e93GKJTHKAX,MOH 731 On ART_20-24(M) HV03-034,5
Kachuth Dispensary,Kwabwai Ward,Ndhiwa Sub County,Homa Bay County,wUI5w5hVFXn,EhZQp3PTA3C,MOH 731 On ART_20-24 (F) HV03-035,40
Kachuth Dispensary,Kwabwai Ward,Ndhiwa Sub County,Homa Bay County,wUI5w5hVFXn,GSEmLUnrvzj,MOH 731 On ART_10-14 (F) HV03-031,4
Kachuth Dispensary,Kwabwai Ward,Ndhiwa Sub County,Homa Bay County,wUI5w5hVFXn,Jbu4if6gtDp,MOH 731 On ART_10-14(M) HV03-030,6
Kachuth Dispensary,Kwabwai Ward,Ndhiwa Sub County,Homa Bay County,wUI5w5hVFXn,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,105
Kachuth Dispensary,Kwabwai Ward,Ndhiwa Sub County,Homa Bay County,wUI5w5hVFXn,wbJOu4h2SSz,MOH 731 On ART_1-9 HV03-029,24
Kachuth Dispensary,Kwabwai Ward,Ndhiwa Sub County,Homa Bay County,wUI5w5hVFXn,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,192
Nyalkinyi Health Centre,Homa Bay East Ward,Homa Bay Town Sub County,Homa Bay County,wUU4WZrUUgK,AQsTt7jtKbt,MOH 731 On ART_15-19 (F) HV03-033,15
Nyalkinyi Health Centre,Homa Bay East Ward,Homa Bay Town Sub County,Homa Bay County,wUU4WZrUUgK,e93GKJTHKAX,MOH 731 On ART_20-24(M) HV03-034,3
Nyalkinyi Health Centre,Homa Bay East Ward,Homa Bay Town Sub County,Homa Bay County,wUU4WZrUUgK,EhZQp3PTA3C,MOH 731 On ART_20-24 (F) HV03-035,30
Nyalkinyi Health Centre,Homa Bay East Ward,Homa Bay Town Sub County,Homa Bay County,wUU4WZrUUgK,GSEmLUnrvzj,MOH 731 On ART_10-14 (F) HV03-031,17
Nyalkinyi Health Centre,Homa Bay East Ward,Homa Bay Town Sub County,Homa Bay County,wUU4WZrUUgK,Jbu4if6gtDp,MOH 731 On ART_10-14(M) HV03-030,14
Nyalkinyi Health Centre,Homa Bay East Ward,Homa Bay Town Sub County,Homa Bay County,wUU4WZrUUgK,oOOnacUi9Jm,MOH 731 On ART_15-19(M) HV03-032,5
Nyalkinyi Health Centre,Homa Bay East Ward,Homa Bay Town Sub County,Homa Bay County,wUU4WZrUUgK,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,153
Nyalkinyi Health Centre,Homa Bay East Ward,Homa Bay Town Sub County,Homa Bay County,wUU4WZrUUgK,SJL4k6Gl53C,MOH 731 On ART_<1 HV03-028,1
Nyalkinyi Health Centre,Homa Bay East Ward,Homa Bay Town Sub County,Homa Bay County,wUU4WZrUUgK,wbJOu4h2SSz,MOH 731 On ART_1-9 HV03-029,26
Nyalkinyi Health Centre,Homa Bay East Ward,Homa Bay Town Sub County,Homa Bay County,wUU4WZrUUgK,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,334
Chemuswo Dispensary,Kaptel/Kamoiywo Ward,Chesumei Sub County,Nandi County,wUXWulTelXv,EhZQp3PTA3C,MOH 731 On ART_20-24 (F) HV03-035,1
Chemuswo Dispensary,Kaptel/Kamoiywo Ward,Chesumei Sub County,Nandi County,wUXWulTelXv,oOOnacUi9Jm,MOH 731 On ART_15-19(M) HV03-032,1
Chemuswo Dispensary,Kaptel/Kamoiywo Ward,Chesumei Sub County,Nandi County,wUXWulTelXv,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,6
Oyani (SDA) Dispensary,West Kanyamkago Ward,Uriri Sub County,Migori County,WV0WSrN5Wki,AQsTt7jtKbt,MOH 731 On ART_15-19 (F) HV03-033,10
Oyani (SDA) Dispensary,West Kanyamkago Ward,Uriri Sub County,Migori County,WV0WSrN5Wki,e93GKJTHKAX,MOH 731 On ART_20-24(M) HV03-034,4
Oyani (SDA) Dispensary,West Kanyamkago Ward,Uriri Sub County,Migori County,WV0WSrN5Wki,EhZQp3PTA3C,MOH 731 On ART_20-24 (F) HV03-035,26
Oyani (SDA) Dispensary,West Kanyamkago Ward,Uriri Sub County,Migori County,WV0WSrN5Wki,GSEmLUnrvzj,MOH 731 On ART_10-14 (F) HV03-031,1
Oyani (SDA) Dispensary,West Kanyamkago Ward,Uriri Sub County,Migori County,WV0WSrN5Wki,Jbu4if6gtDp,MOH 731 On ART_10-14(M) HV03-030,5
Oyani (SDA) Dispensary,West Kanyamkago Ward,Uriri Sub County,Migori County,WV0WSrN5Wki,oOOnacUi9Jm,MOH 731 On ART_15-19(M) HV03-032,3
Oyani (SDA) Dispensary,West Kanyamkago Ward,Uriri Sub County,Migori County,WV0WSrN5Wki,pR7VzBydoj3,MOH 731 On ART_25+(M) HV03-036,78
Oyani (SDA) Dispensary,West Kanyamkago Ward,Uriri Sub County,Migori County,WV0WSrN5Wki,wbJOu4h2SSz,MOH 731 On ART_1-9 HV03-029,16
Oyani (SDA) Dispensary,West Kanyamkago Ward,Uriri Sub County,Migori County,WV0WSrN5Wki,yNCUlEYkmyA,MOH 731 On ART_25+ (F) HV03-037,171
Kenyerere Health Centre (Nyamira),Bonyamatuta Ward,Nyamira Sub County,Nyamira County,wVKkAhozU17,e93GKJTHKAX,MOH 731 On ART_20-24(M) HV03-034,1
Kenyerere Health Centre (Nyamira),Bonyamatuta Ward,Nyamira Sub County,Nyamira County,wVKkAhozU17,EhZQp3PTA3C,MOH 731 On ART_20-24 (F) HV03-035,6
Kenyerere Health Centre (Nyamira),Bonyamatuta Ward,Nyamira Sub County,Nyamira County,wVKkAhozU17,GSEmLUnrvzj,MOH 731 On ART_10-14 (F) HV03-031,3
Kenyerere Health Centre (Nyamira),Bonyamatuta Ward,Nyamira Sub County,Nyamira County,wVKkAhozU17,Jbu4if6gtDp,MOH 731 On ART_10-14(M) HV03-030,4
